     #Energy         O_s         O_p        Mo_s        Mo_p        Mo_d
   -47.12117     0.00000     0.00000     0.00000     0.00000     0.00000
   -47.09817     0.00000     0.00000     0.00000     0.00000     0.00000
   -47.07517     0.00000     0.00000     0.00000     0.00000     0.00000
   -47.05217     0.00000     0.00000     0.00000     0.00000     0.00000
   -47.02817     0.00000     0.00000     0.00000     0.00000     0.00000
   -47.00517     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.98217     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.95917     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.93617     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.91317     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.88917     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.86617     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.84317     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.82017     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.79717     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.77317     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.75017     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.72717     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.70417     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.68117     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.65717     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.63417     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.61117     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.58817     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.56517     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.54217     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.51817     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.49517     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.47217     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.44917     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.42617     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.40217     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.37917     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.35617     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.33317     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.31017     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.28717     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.26317     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.24017     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.21717     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.19417     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.17117     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.14717     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.12417     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.10117     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.07817     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.05517     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.03217     0.00000     0.00000     0.00000     0.00000     0.00000
   -46.00817     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.98517     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.96217     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.93917     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.91617     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.89217     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.86917     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.84617     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.82317     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.80017     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.77717     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.75317     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.73017     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.70717     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.68417     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.66117     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.63717     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.61417     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.59117     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.56817     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.54517     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.52217     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.49817     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.47517     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.45217     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.42917     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.40617     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.38217     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.35917     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.33617     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.31317     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.29017     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.26717     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.24317     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.22017     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.19717     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.17417     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.15117     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.12717     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.10417     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.08117     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.05817     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.03517     0.00000     0.00000     0.00000     0.00000     0.00000
   -45.01217     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.98817     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.96517     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.94217     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.91917     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.89617     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.87217     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.84917     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.82617     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.80317     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.78017     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.75717     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.73317     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.71017     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.68717     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.66417     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.64117     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.61717     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.59417     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.57117     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.54817     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.52517     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.50217     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.47817     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.45517     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.43217     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.40917     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.38617     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.36217     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.33917     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.31617     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.29317     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.27017     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.24717     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.22317     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.20017     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.17717     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.15417     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.13117     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.10717     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.08417     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.06117     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.03817     0.00000     0.00000     0.00000     0.00000     0.00000
   -44.01517     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.99217     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.96817     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.94517     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.92217     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.89917     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.87617     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.85217     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.82917     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.80617     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.78317     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.76017     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.73717     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.71317     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.69017     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.66717     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.64417     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.62117     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.59717     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.57417     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.55117     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.52817     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.50517     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.48217     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.45817     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.43517     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.41217     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.38917     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.36617     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.34217     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.31917     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.29617     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.27317     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.25017     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.22717     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.20317     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.18017     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.15717     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.13417     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.11117     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.08717     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.06417     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.04117     0.00000     0.00000     0.00000     0.00000     0.00000
   -43.01817     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.99517     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.97217     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.94817     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.92517     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.90217     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.87917     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.85617     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.83217     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.80917     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.78617     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.76317     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.74017     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.71717     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.69317     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.67017     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.64717     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.62417     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.60117     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.57717     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.55417     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.53117     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.50817     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.48517     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.46217     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.43817     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.41517     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.39217     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.36917     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.34617     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.32217     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.29917     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.27617     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.25317     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.23017     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.20717     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.18317     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.16017     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.13717     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.11417     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.09117     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.06717     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.04417     0.00000     0.00000     0.00000     0.00000     0.00000
   -42.02117     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.99817     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.97517     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.95217     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.92817     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.90517     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.88217     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.85917     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.83617     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.81217     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.78917     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.76617     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.74317     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.72017     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.69717     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.67317     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.65017     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.62717     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.60417     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.58117     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.55717     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.53417     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.51117     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.48817     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.46517     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.44217     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.41817     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.39517     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.37217     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.34917     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.32617     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.30217     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.27917     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.25617     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.23317     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.21017     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.18717     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.16317     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.14017     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.11717     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.09417     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.07117     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.04717     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.02417     0.00000     0.00000     0.00000     0.00000     0.00000
   -41.00117     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.97817     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.95517     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.93217     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.90817     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.88517     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.86217     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.83917     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.81617     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.79217     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.76917     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.74617     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.72317     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.70017     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.67717     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.65317     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.63017     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.60717     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.58417     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.56117     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.53717     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.51417     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.49117     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.46817     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.44517     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.42217     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.39817     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.37517     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.35217     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.32917     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.30617     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.28217     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.25917     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.23617     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.21317     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.19017     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.16717     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.14317     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.12017     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.09717     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.07417     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.05117     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.02717     0.00000     0.00000     0.00000     0.00000     0.00000
   -40.00417     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.98117     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.95817     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.93517     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.91217     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.88817     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.86517     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.84217     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.81917     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.79617     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.77217     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.74917     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.72617     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.70317     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.68017     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.65717     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.63317     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.61017     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.58717     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.56417     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.54117     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.51717     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.49417     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.47117     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.44817     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.42517     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.40217     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.37817     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.35517     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.33217     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.30917     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.28617     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.26217     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.23917     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.21617     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.19317     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.17017     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.14717     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.12317     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.10017     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.07717     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.05417     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.03117     0.00000     0.00000     0.00000     0.00000     0.00000
   -39.00717     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.98417     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.96117     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.93817     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.91517     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.89117     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.86817     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.84517     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.82217     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.79917     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.77617     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.75217     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.72917     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.70617     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.68317     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.66017     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.63617     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.61317     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.59017     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.56717     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.54417     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.52117     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.49717     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.47417     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.45117     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.42817     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.40517     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.38117     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.35817     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.33517     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.31217     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.28917     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.26617     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.24217     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.21917     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.19617     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.17317     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.15017     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.12617     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.10317     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.08017     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.05717     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.03417     0.00000     0.00000     0.00000     0.00000     0.00000
   -38.01117     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.98717     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.96417     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.94117     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.91817     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.89517     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.87117     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.84817     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.82517     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.80217     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.77917     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.75617     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.73217     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.70917     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.68617     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.66317     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.64017     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.61617     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.59317     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.57017     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.54717     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.52417     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.50117     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.47717     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.45417     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.43117     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.40817     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.38517     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.36117     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.33817     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.31517     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.29217     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.26917     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.24617     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.22217     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.19917     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.17617     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.15317     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.13017     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.10617     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.08317     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.06017     0.00000     0.00000     0.00000     0.00000     0.00000
   -37.03717     0.00000     0.00000     0.00000     0.00000     0.00000
