     #Energy        Mo_s        Mo_p        Mo_d         O_s         O_p        Nb_s        Nb_p        Nb_d
    -8.81031     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.57731     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.34531     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.11231     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.88031     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.64731     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.41531     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.18231     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -6.94931     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -6.71731     0.51705     0.01179     0.00704     0.00085     0.02848     0.00309     0.00099     0.00301
    -6.48431     3.71198     0.18959     0.98851     0.00972     7.74670     0.58620     0.23082     1.43077
    -6.25231     2.06470     0.22761     1.45807     0.02983     6.77350     0.20731     0.12694     0.90579
    -6.01931     2.40667     0.20327     0.71488     0.06145     2.33145     0.01191     0.02284     0.23978
    -5.78731     1.54072     0.13728     0.27518     0.01231     0.57657     0.00569     0.00541     0.06651
    -5.55431     3.44468     0.33128     0.54101     0.00220     0.17151     0.01464     0.00615     0.03376
    -5.32231     4.69091     0.50225     1.15052     0.00046     0.09604     0.02313     0.01009     0.03844
    -5.08931     3.30012     0.40836     2.79478     0.00017     0.03938     0.01500     0.00652     0.03869
    -4.85731    12.89960     1.69424    25.72941     0.00198     0.10612     0.05963     0.04027     0.21773
    -4.62431    10.98748     1.70461    35.13769     0.00137     0.12761     0.03444     0.03177     0.23731
    -4.39131    18.42470     3.43980    64.19709     0.00519     0.15452     0.10361     0.05625     0.53261
    -4.15931    15.61080     3.96934    71.16865     0.00203     0.18618     0.07871     0.05175     0.56500
    -3.92631    11.16124     4.07623    75.88557     0.00169     0.12558     0.08770     0.06131     0.50910
    -3.69431    12.07697     4.67899    81.37802     0.00608     0.20741     0.16072     0.07517     0.88301
    -3.46131    15.61544     5.90240   109.97348     0.00647     0.34731     0.21597     0.10380     0.97622
    -3.22931     6.40846     3.85504    74.99495     0.00510     0.21128     0.27222     0.08216     0.81604
    -2.99631     5.87858     5.67054   148.58170     0.00525     0.34109     0.22710     0.09602     1.40767
    -2.76431     4.25322     6.47174   148.72210     0.00867     0.76702     0.42000     0.13978     2.49800
    -2.53131     1.52021     4.73673   101.18986     0.00460     0.19471     0.07832     0.08745     1.73820
    -2.29931     3.56191     5.72323   128.73184     0.00570     0.28750     0.10224     0.08545     2.26760
    -2.06631     3.24840     5.68869    83.80324     0.00611     0.15999     0.05879     0.07717     1.65971
