Tue Jun 02 09:25:21 2020

Number of Points = 3020
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.813166	-3.721713	0.245235	0.000110	0.479015
0.711114	-3.846510	0.250240	0.000128	0.478456
0.786398	-4.037725	0.255245	0.000115	0.477883
0.590774	-4.134113	0.260250	0.000150	0.477308
0.731273	-4.353086	0.265254	0.000125	0.476717
0.540008	-4.454582	0.270259	0.000159	0.476127
0.599659	-4.651973	0.275264	0.000149	0.475510
0.572790	-4.817158	0.280269	0.000154	0.474899
0.465041	-4.953554	0.285274	0.000173	0.474287
0.310904	-5.068615	0.290278	0.000201	0.473693
0.450910	-5.302120	0.295283	0.000176	0.473046
0.451465	-5.487462	0.300288	0.000176	0.472394
-0.087508	-5.485455	0.305293	0.000273	0.471732
-2.262529	-4.873525	0.310298	0.000666	0.471186
-2.640046	-4.843326	0.315302	0.000735	0.470822
-3.586082	-4.616094	0.320307	0.000905	0.470446
-3.632682	-4.683757	0.325312	0.000914	0.470149
-3.803184	-4.717932	0.330317	0.000945	0.469815
-4.194198	-4.664533	0.335322	0.001016	0.469515
-4.594415	-4.600831	0.340326	0.001088	0.469241
-4.688314	-4.628777	0.345331	0.001105	0.469024
-4.510747	-4.758904	0.350336	0.001073	0.468784
-4.874425	-4.716831	0.355341	0.001139	0.468478
-5.290486	-4.638787	0.360346	0.001214	0.468235
-5.580719	-4.613475	0.365350	0.001266	0.467961
-5.355750	-4.756625	0.370355	0.001226	0.467733
-5.442646	-4.795386	0.375360	0.001241	0.467486
-6.004773	-4.659670	0.380365	0.001343	0.467264
-6.327259	-4.611975	0.385370	0.001401	0.467029
-6.094393	-4.756281	0.390374	0.001359	0.466807
-6.298425	-4.746514	0.395379	0.001396	0.466585
-6.497820	-4.721191	0.400384	0.001432	0.466424
-6.790754	-4.714505	0.405389	0.001485	0.466079
-6.825899	-4.739505	0.410394	0.001492	0.465946
-6.973227	-4.733022	0.415398	0.001518	0.465783
-7.179139	-4.748547	0.420403	0.001556	0.465468
-7.592118	-4.631186	0.425408	0.001630	0.465367
-7.654553	-4.669538	0.430413	0.001642	0.465151
-7.500238	-4.787526	0.435418	0.001614	0.464923
-7.744419	-4.732553	0.440422	0.001658	0.464811
-8.302878	-4.616732	0.445427	0.001759	0.464521
-7.984364	-4.748091	0.450432	0.001701	0.464452
-8.136462	-4.757358	0.455437	0.001729	0.464227
-8.392347	-4.717493	0.460442	0.001775	0.464046
-8.591717	-4.669091	0.465446	0.001811	0.463967
-8.718483	-4.705750	0.470451	0.001834	0.463675
-8.541900	-4.795020	0.475456	0.001802	0.463578
-9.035916	-4.688717	0.480461	0.001892	0.463334
-9.209174	-4.668386	0.485466	0.001923	0.463188
-9.442181	-4.637481	0.490470	0.001965	0.463003
-9.235769	-4.746320	0.495475	0.001928	0.462873
-9.471039	-4.711737	0.500480	0.001971	0.462699
-9.880698	-4.621717	0.505485	0.002045	0.462503
-9.990689	-4.622456	0.510490	0.002065	0.462361
-9.900703	-4.695240	0.515494	0.002048	0.462213
-10.066257	-4.675528	0.520499	0.002078	0.462073
-10.524543	-4.572155	0.525504	0.002161	0.461864
-10.420562	-4.636699	0.530509	0.002142	0.461763
-10.358143	-4.701886	0.535514	0.002131	0.461607
-10.431617	-4.719113	0.540518	0.002144	0.461451
-10.755173	-4.672036	0.545523	0.002203	0.461209
-10.847301	-4.665654	0.550528	0.002220	0.461115
-10.868268	-4.718531	0.555533	0.002224	0.460897
-11.059115	-4.677530	0.560538	0.002258	0.460802
-11.351396	-4.652478	0.565542	0.002311	0.460520
-11.102041	-4.746905	0.570547	0.002266	0.460496
-11.612972	-4.654522	0.575552	0.002358	0.460179
-11.406861	-4.731452	0.580557	0.002321	0.460163
-12.126283	-4.563096	0.585562	0.002451	0.459854
-11.769318	-4.686222	0.590566	0.002387	0.459864
-12.076405	-4.660057	0.595571	0.002442	0.459566
-11.917398	-4.726044	0.600576	0.002414	0.459530
-12.321681	-4.660656	0.605581	0.002487	0.459251
-12.308954	-4.671298	0.610586	0.002484	0.459228
-12.496417	-4.664746	0.615590	0.002518	0.459012
-12.424854	-4.715781	0.620595	0.002505	0.458918
-12.954746	-4.596873	0.625600	0.002601	0.458672
-12.692955	-4.711822	0.630605	0.002554	0.458589
-13.016405	-4.660106	0.635610	0.002612	0.458363
-12.861282	-4.761456	0.640614	0.002584	0.458193
-13.333451	-4.633704	0.645619	0.002670	0.458052
-13.262316	-4.705837	0.650624	0.002657	0.457881
-13.489550	-4.663768	0.655629	0.002698	0.457742
-13.564988	-4.694566	0.660634	0.002712	0.457533
-13.883735	-4.614898	0.665638	0.002769	0.457414
-13.991591	-4.632614	0.670643	0.002789	0.457211
-13.916965	-4.689056	0.675648	0.002776	0.457101
-14.272449	-4.622610	0.680653	0.002840	0.456886
-14.499380	-4.570512	0.685658	0.002881	0.456784
-14.269278	-4.692076	0.690662	0.002839	0.456637
-14.281193	-4.731019	0.695667	0.002841	0.456479
-14.572274	-4.696480	0.700672	0.002894	0.456231
-14.740375	-4.657241	0.705677	0.002925	0.456157
-14.841580	-4.691297	0.710682	0.002943	0.455903
-14.902586	-4.682535	0.715686	0.002954	0.455856
-15.186132	-4.664472	0.720691	0.003005	0.455556
-15.168341	-4.679564	0.725696	0.003002	0.455524
-15.363736	-4.688680	0.730701	0.003037	0.455239
-15.429151	-4.681345	0.735706	0.003049	0.455181
-15.526109	-4.721004	0.740710	0.003067	0.454911
-15.637840	-4.709201	0.745715	0.003087	0.454809
-15.990555	-4.639139	0.750720	0.003151	0.454610
-15.885259	-4.710180	0.755725	0.003132	0.454486
-16.199470	-4.652144	0.760730	0.003189	0.454292
-16.307464	-4.642386	0.765734	0.003208	0.454188
-16.391181	-4.656861	0.770739	0.003223	0.454027
-16.212007	-4.765792	0.775744	0.003191	0.453859
-16.400572	-4.740761	0.780749	0.003225	0.453707
-16.941367	-4.626907	0.785754	0.003323	0.453424
-16.813896	-4.681975	0.790758	0.003300	0.453387
-16.979303	-4.695245	0.795763	0.003330	0.453124
-17.071320	-4.680664	0.800768	0.003347	0.453058
-17.518160	-4.594624	0.805773	0.003427	0.452795
-17.388165	-4.651811	0.810778	0.003404	0.452753
-17.271050	-4.763039	0.815782	0.003383	0.452496
-17.395976	-4.744542	0.820787	0.003405	0.452401
-18.040407	-4.593318	0.825792	0.003522	0.452121
-17.801491	-4.681497	0.830797	0.003479	0.452106
-17.984009	-4.700206	0.835802	0.003512	0.451800
-17.904153	-4.750920	0.840806	0.003497	0.451717
-18.554904	-4.576686	0.845811	0.003615	0.451513
-18.315140	-4.682305	0.850816	0.003572	0.451435
-18.472882	-4.692873	0.855821	0.003600	0.451191
-18.417849	-4.751573	0.860826	0.003590	0.451046
-19.110083	-4.552100	0.865830	0.003716	0.450881
-18.840329	-4.673448	0.870835	0.003667	0.450784
-18.955837	-4.693667	0.875840	0.003688	0.450558
-19.050188	-4.694673	0.880845	0.003705	0.450431
-19.297082	-4.653470	0.885850	0.003750	0.450262
-19.413808	-4.658091	0.890854	0.003771	0.450092
-19.266572	-4.749992	0.895859	0.003744	0.449944
-19.677764	-4.672493	0.900864	0.003818	0.449694
-19.988917	-4.581165	0.905869	0.003875	0.449625
-19.925964	-4.655613	0.910874	0.003863	0.449432
-19.917615	-4.690390	0.915878	0.003862	0.449314
-19.819685	-4.772702	0.920883	0.003844	0.449136
-20.207978	-4.657662	0.925888	0.003915	0.449055
-20.543550	-4.623968	0.930893	0.003975	0.448741
-20.324811	-4.712291	0.935898	0.003936	0.448699
-20.611103	-4.686674	0.940902	0.003988	0.448419
-20.716811	-4.667505	0.945907	0.004007	0.448352
-21.149507	-4.581492	0.950912	0.004085	0.448104
-20.895850	-4.691352	0.955917	0.004039	0.448028
-21.143092	-4.662231	0.960922	0.004084	0.447812
-21.282695	-4.644701	0.965926	0.004109	0.447694
-21.650633	-4.572328	0.970931	0.004176	0.447480
-21.412974	-4.678617	0.975936	0.004133	0.447397
-21.609102	-4.670260	0.980941	0.004168	0.447170
-21.612498	-4.707035	0.985946	0.004169	0.447028
-22.039131	-4.604220	0.990950	0.004246	0.446851
-22.095874	-4.620957	0.995955	0.004256	0.446713
-22.111627	-4.671794	1.000960	0.004259	0.446503

-22.562706	-4.588238	1.010957	0.004341	0.446221
-22.504367	-4.657586	1.020954	0.004330	0.446038
-22.795326	-4.589602	1.030950	0.004383	0.445909
-22.694494	-4.648705	1.040947	0.004365	0.445820
-22.885599	-4.642524	1.050944	0.004399	0.445591
-22.809730	-4.667214	1.060941	0.004386	0.445598
-22.956855	-4.616465	1.070938	0.004413	0.445593
-22.892112	-4.639313	1.080934	0.004401	0.445592
-23.004708	-4.599310	1.090931	0.004421	0.445593
-22.883368	-4.639556	1.100928	0.004400	0.445602
-22.953834	-4.615834	1.110925	0.004412	0.445597
-22.926962	-4.626403	1.120922	0.004408	0.445592
-22.981834	-4.607972	1.130918	0.004418	0.445588
-23.018238	-4.593429	1.140915	0.004424	0.445594
-22.976567	-4.608537	1.150912	0.004417	0.445592
-22.824471	-4.632023	1.160909	0.004389	0.445704
-22.659763	-4.635983	1.170906	0.004360	0.445905
-22.612860	-4.653250	1.180902	0.004351	0.445902
-22.641419	-4.641107	1.190899	0.004357	0.445909
-22.557203	-4.669336	1.200896	0.004341	0.445914
-22.600969	-4.654069	1.210893	0.004349	0.445913
-22.510399	-4.654094	1.220890	0.004333	0.446031
-22.374619	-4.652044	1.230886	0.004309	0.446217
-22.387830	-4.646140	1.240883	0.004311	0.446221
-22.490859	-4.610947	1.250880	0.004330	0.446216
-22.437586	-4.619458	1.260877	0.004320	0.446254
-22.290491	-4.591889	1.270874	0.004294	0.446549
-22.290125	-4.589609	1.280870	0.004294	0.446558
-22.371984	-4.557479	1.290867	0.004309	0.446569
-21.883081	-4.652746	1.300864	0.004220	0.446856
-22.000289	-4.611642	1.310861	0.004242	0.446854
-22.066176	-4.589330	1.320858	0.004254	0.446850
-22.042788	-4.570652	1.330854	0.004250	0.446950
-21.678627	-4.641631	1.340851	0.004184	0.447163
-21.949484	-4.545707	1.350848	0.004233	0.447164
-21.758236	-4.612909	1.360845	0.004198	0.447164
-21.649939	-4.605512	1.370842	0.004179	0.447333
-21.658638	-4.566693	1.380838	0.004181	0.447466
-21.638680	-4.572600	1.390835	0.004177	0.447469
-21.586063	-4.565454	1.400832	0.004168	0.447564
-21.517731	-4.526034	1.410829	0.004155	0.447800
-21.366945	-4.580669	1.420826	0.004128	0.447794
-21.448009	-4.529418	1.430822	0.004143	0.447877
-21.102667	-4.590049	1.440819	0.004081	0.448104
-21.194841	-4.557755	1.450816	0.004097	0.448102
-21.011783	-4.621214	1.460813	0.004064	0.448106
-21.084902	-4.574297	1.470810	0.004078	0.448184
-20.879177	-4.584002	1.480806	0.004041	0.448416
-20.856334	-4.590072	1.490803	0.004036	0.448423
-20.918025	-4.570045	1.500800	0.004048	0.448416
-20.864662	-4.546727	1.510797	0.004038	0.448572
-20.713995	-4.557353	1.520794	0.004011	0.448729
-20.735748	-4.547978	1.530790	0.004015	0.448735
-20.631366	-4.584626	1.540787	0.003996	0.448735
-20.617718	-4.507458	1.550784	0.003994	0.449038
-20.288627	-4.616099	1.560781	0.003934	0.449065
-20.372979	-4.585415	1.570778	0.003950	0.449068
-20.338660	-4.597543	1.580774	0.003944	0.449067
-20.352038	-4.538430	1.590771	0.003946	0.449268
-20.165509	-4.590299	1.600768	0.003913	0.449319
-20.152194	-4.595020	1.610765	0.003910	0.449318
-20.056567	-4.628896	1.620762	0.003893	0.449317
-19.977992	-4.581709	1.630758	0.003879	0.449593
-19.865570	-4.611647	1.640755	0.003859	0.449629
-20.002599	-4.563177	1.650752	0.003884	0.449629
-19.936375	-4.581974	1.660749	0.003872	0.449645
-19.879213	-4.525965	1.670746	0.003861	0.449926
-19.669837	-4.598404	1.680742	0.003824	0.449931
-19.727784	-4.578394	1.690739	0.003834	0.449928
-19.450120	-4.622556	1.700736	0.003784	0.450127
-19.580033	-4.542213	1.710733	0.003808	0.450254
-19.217527	-4.670018	1.720730	0.003742	0.450253
-19.424109	-4.598046	1.730726	0.003780	0.450249
-19.284130	-4.646834	1.740723	0.003754	0.450251
-19.352446	-4.547517	1.750720	0.003767	0.450528
-19.093932	-4.630531	1.760717	0.003720	0.450558
-19.293009	-4.562297	1.770714	0.003756	0.450550
-19.005773	-4.635321	1.780710	0.003704	0.450653
-19.004164	-4.577233	1.790707	0.003704	0.450869
-18.831118	-4.636877	1.800704	0.003673	0.450874
-18.906038	-4.611783	1.810701	0.003687	0.450868
-18.859390	-4.626904	1.820698	0.003678	0.450873
-18.813630	-4.564322	1.830694	0.003670	0.451162
-18.682250	-4.603920	1.840691	0.003647	0.451187
-18.742546	-4.583063	1.850688	0.003658	0.451185
-18.612167	-4.598546	1.860685	0.003634	0.451296
-18.455022	-4.596879	1.870682	0.003606	0.451506
-18.483729	-4.584618	1.880678	0.003611	0.451513
-18.478297	-4.587089	1.890675	0.003610	0.451511
-18.363155	-4.567622	1.900672	0.003589	0.451731
-18.265802	-4.579687	1.910669	0.003572	0.451813
-18.288393	-4.569518	1.920666	0.003576	0.451820
-18.233760	-4.579928	1.930662	0.003566	0.451852
-18.051453	-4.571529	1.940659	0.003533	0.452119
-17.962912	-4.602726	1.950656	0.003517	0.452119
-18.058163	-4.569108	1.960653	0.003535	0.452118
-17.929227	-4.577996	1.970650	0.003512	0.452252
-17.755926	-4.591265	1.980646	0.003480	0.452428
-17.733900	-4.600451	1.990643	0.003476	0.452422
-17.713341	-4.604592	2.000640	0.003473	0.452433
-17.596860	-4.629489	2.010637	0.003452	0.452492
-17.495179	-4.593159	2.020634	0.003434	0.452756
-17.492453	-4.595103	2.030630	0.003433	0.452752
-17.323942	-4.654225	2.040627	0.003403	0.452753
-17.544851	-4.575327	2.050624	0.003443	0.452756
-17.238432	-4.601354	2.060621	0.003387	0.453056
-17.229885	-4.602554	2.070618	0.003386	0.453062
-17.056453	-4.664580	2.080614	0.003355	0.453059
-17.271456	-4.589352	2.090611	0.003394	0.453056
-17.000430	-4.618738	2.100608	0.003345	0.453298
-17.028417	-4.585694	2.110605	0.003350	0.453383
-16.817853	-4.662477	2.120602	0.003312	0.453373
-17.048328	-4.582198	2.130598	0.003354	0.453369
-16.772405	-4.609163	2.140595	0.003304	0.453626
-16.793696	-4.583258	2.150592	0.003308	0.453693
-16.682639	-4.624558	2.160589	0.003288	0.453684
-16.821926	-4.561155	2.170586	0.003313	0.453736
-16.380815	-4.638113	2.180582	0.003233	0.454024
-16.340841	-4.650733	2.190579	0.003226	0.454028
-16.386330	-4.635881	2.200576	0.003235	0.454023
-16.453785	-4.612526	2.210573	0.003247	0.454021
-16.305201	-4.641209	2.220570	0.003220	0.454108
-16.366390	-4.568281	2.230566	0.003231	0.454295
-16.346202	-4.574605	2.240563	0.003228	0.454297
-16.403652	-4.534290	2.250560	0.003238	0.454370
-16.153008	-4.559614	2.260557	0.003193	0.454600
-16.073850	-4.587470	2.270554	0.003179	0.454600
-16.111416	-4.545065	2.280550	0.003186	0.454706
-15.791430	-4.603801	2.290547	0.003128	0.454903
-15.750414	-4.618463	2.300544	0.003121	0.454902
-15.753034	-4.617192	2.310541	0.003121	0.454903
-15.860264	-4.544805	2.320538	0.003141	0.455029
-15.630098	-4.572427	2.330534	0.003099	0.455224
-15.895488	-4.478839	2.340531	0.003147	0.455223
-15.607971	-4.552867	2.350528	0.003095	0.455322
-15.471482	-4.545099	2.360525	0.003071	0.455526
-15.249421	-4.621965	2.370522	0.003031	0.455531
-15.429248	-4.559298	2.380518	0.003063	0.455527
-15.223632	-4.582143	2.390515	0.003026	0.455708
-15.363116	-4.493932	2.400512	0.003051	0.455850
-15.063375	-4.599644	2.410509	0.002997	0.455849
-15.287156	-4.505878	2.420506	0.003038	0.455903
-14.831806	-4.596129	2.430502	0.002956	0.456159
-15.108383	-4.500505	2.440499	0.003006	0.456151
-14.724783	-4.634427	2.450496	0.002937	0.456156
-14.962661	-4.537898	2.460493	0.002980	0.456201
-14.350583	-4.676365	2.470490	0.002869	0.456482
-14.588249	-4.588943	2.480486	0.002912	0.456495
-14.542998	-4.605827	2.490483	0.002904	0.456491
-14.576917	-4.592608	2.500480	0.002910	0.456495
-14.479476	-4.629086	2.510477	0.002893	0.456487
-14.466736	-4.578621	2.520474	0.002890	0.456686
-14.258054	-4.622988	2.530470	0.002853	0.456792
-14.430289	-4.561415	2.540467	0.002884	0.456795
-14.348508	-4.593231	2.550464	0.002869	0.456783
-14.319347	-4.521768	2.560461	0.002864	0.457080
-14.059980	-4.606005	2.570458	0.002817	0.457106
-14.188386	-4.560401	2.580454	0.002841	0.457106
-14.037641	-4.565129	2.590451	0.002814	0.457282
-14.038161	-4.529727	2.600448	0.002814	0.457410
-13.930162	-4.567193	2.610445	0.002794	0.457411
-14.042385	-4.509577	2.620442	0.002815	0.457476
-13.574812	-4.601662	2.630438	0.002730	0.457740
-13.704991	-4.555681	2.640435	0.002754	0.457740
-13.574413	-4.602247	2.650432	0.002730	0.457737
-13.702360	-4.546182	2.660429	0.002754	0.457777
-13.388145	-4.585499	2.670426	0.002697	0.458036
-13.452675	-4.561967	2.680422	0.002709	0.458038
-13.433412	-4.568014	2.690419	0.002705	0.458040
-13.399637	-4.558054	2.700416	0.002699	0.458119
-13.050811	-4.613956	2.710413	0.002636	0.458362
-13.061555	-4.610133	2.720410	0.002638	0.458361
-12.987569	-4.637864	2.730406	0.002625	0.458355
-13.287955	-4.531588	2.740403	0.002679	0.458355
-12.920538	-4.609317	2.750400	0.002613	0.458543
-12.977231	-4.551920	2.760397	0.002623	0.458678
-12.887860	-4.586661	2.770394	0.002607	0.458666
-12.834631	-4.604963	2.780390	0.002598	0.458667
-12.597577	-4.636032	2.790387	0.002555	0.458857
-12.567633	-4.606236	2.800384	0.002550	0.459002
-12.592240	-4.597351	2.810381	0.002554	0.459002
-12.735804	-4.546825	2.820378	0.002580	0.459001
-12.594775	-4.569925	2.830374	0.002555	0.459097
-12.475000	-4.571609	2.840371	0.002533	0.459244
-12.411628	-4.593853	2.850368	0.002522	0.459243
-12.509833	-4.551413	2.860365	0.002540	0.459271
-12.201616	-4.580528	2.870362	0.002484	0.459559
-12.269803	-4.555360	2.880358	0.002496	0.459562
-12.212152	-4.575717	2.890355	0.002486	0.459561
-12.210382	-4.527858	2.900352	0.002486	0.459736
-12.033108	-4.556370	2.910349	0.002454	0.459859
-11.899677	-4.601156	2.920346	0.002430	0.459866
-11.801572	-4.634523	2.930342	0.002412	0.459870
-11.759334	-4.585282	2.940339	0.002405	0.460101
-11.609648	-4.615056	2.950336	0.002378	0.460184
-11.740849	-4.566977	2.960333	0.002402	0.460190
-11.646718	-4.599763	2.970330	0.002385	0.460191
-11.621040	-4.581840	2.980326	0.002380	0.460288
-11.443906	-4.590240	2.990323	0.002348	0.460482
-11.534916	-4.555292	3.000320	0.002365	0.460492
-11.452869	-4.584348	3.010317	0.002350	0.460491
-11.390161	-4.534272	3.020314	0.002339	0.460751
-11.192424	-4.589798	3.030310	0.002303	0.460802
-11.299015	-4.550394	3.040307	0.002322	0.460808
-11.129267	-4.601560	3.050304	0.002292	0.460838
-10.949524	-4.587104	3.060301	0.002259	0.461119
-10.876344	-4.615319	3.070298	0.002246	0.461109
-11.090944	-4.538060	3.080294	0.002285	0.461115
-11.021362	-4.543828	3.090291	0.002273	0.461182
-10.729048	-4.573308	3.100288	0.002220	0.461446
-10.823693	-4.539979	3.110285	0.002237	0.461446
-10.935015	-4.500271	3.120282	0.002257	0.461447
-10.581455	-4.547907	3.130278	0.002193	0.461724
-10.711426	-4.492404	3.140275	0.002217	0.461758
-10.586713	-4.540136	3.150272	0.002195	0.461744
-10.500666	-4.527706	3.160269	0.002179	0.461897
-10.249951	-4.571615	3.170266	0.002134	0.462057
-10.240286	-4.574032	3.180262	0.002132	0.462060
-10.230318	-4.576861	3.190259	0.002131	0.462062
-10.323114	-4.525123	3.200256	0.002147	0.462130
-10.007474	-4.570666	3.210253	0.002090	0.462366
-9.996207	-4.575668	3.220250	0.002088	0.462361
-10.042796	-4.556177	3.230246	0.002097	0.462372
-9.970606	-4.579020	3.240243	0.002084	0.462380
-9.757440	-4.566290	3.250240	0.002046	0.462696
-9.758281	-4.566111	3.260237	0.002046	0.462695
-9.746049	-4.570411	3.270234	0.002044	0.462694
-9.643769	-4.603915	3.280230	0.002025	0.462703
-9.562983	-4.584038	3.290227	0.002011	0.462876
-9.330395	-4.631617	3.300224	0.001969	0.462999
-9.441861	-4.593013	3.310221	0.001989	0.462996
-9.347292	-4.625570	3.320218	0.001972	0.462998
-9.472142	-4.580549	3.330214	0.001995	0.463001
-9.181007	-4.637304	3.340211	0.001942	0.463166
-9.149304	-4.604611	3.350208	0.001937	0.463323
-9.156023	-4.603188	3.360205	0.001938	0.463319
-9.282758	-4.557198	3.370202	0.001961	0.463323
-9.068522	-4.599210	3.380198	0.001922	0.463442
-8.942075	-4.590364	3.390195	0.001899	0.463634
-8.867195	-4.616609	3.400192	0.001886	0.463633
-9.006160	-4.567788	3.410189	0.001911	0.463632
-8.732135	-4.628024	3.420186	0.001862	0.463762
-8.645333	-4.601730	3.430182	0.001846	0.463966
-8.601515	-4.614626	3.440179	0.001838	0.463974
-8.592072	-4.617670	3.450176	0.001837	0.463975
-8.633761	-4.605816	3.460173	0.001844	0.463964
-8.380453	-4.632889	3.470170	0.001799	0.464186
-8.272593	-4.659278	3.480166	0.001779	0.464227
-8.354355	-4.630614	3.490163	0.001794	0.464226
-8.304653	-4.649401	3.500160	0.001785	0.464221
-8.220154	-4.676758	3.510157	0.001770	0.464229
-8.143642	-4.618755	3.520154	0.001756	0.464533
-8.126223	-4.622298	3.530150	0.001753	0.464542
-8.139720	-4.619982	3.540147	0.001756	0.464532
-7.988562	-4.651193	3.550144	0.001728	0.464611
-7.815268	-4.651563	3.560141	0.001697	0.464828
-7.694420	-4.691469	3.570138	0.001675	0.464837
-7.852977	-4.635066	3.580134	0.001704	0.464838
-7.738831	-4.676235	3.590131	0.001684	0.464834
-7.674271	-4.650859	3.600128	0.001672	0.465006
-7.544838	-4.652074	3.610125	0.001649	0.465164
-7.477655	-4.675714	3.620122	0.001637	0.465163
-7.465472	-4.680489	3.630118	0.001635	0.465161
-7.471886	-4.672380	3.640115	0.001636	0.465181
-7.141737	-4.708552	3.650112	0.001576	0.465468
-7.137940	-4.710403	3.660109	0.001576	0.465465
-7.242705	-4.673938	3.670106	0.001595	0.465463
-7.240537	-4.676342	3.680102	0.001594	0.465456
-7.230018	-4.633675	3.690099	0.001593	0.465621
-7.065864	-4.647136	3.700096	0.001563	0.465779
-7.154656	-4.614016	3.710093	0.001579	0.465785
-7.092784	-4.619686	3.720090	0.001568	0.465842
-6.838903	-4.640626	3.730086	0.001522	0.466087
-6.927963	-4.608921	3.740083	0.001538	0.466087
-6.863288	-4.630987	3.750080	0.001527	0.466089
-6.561290	-4.659310	3.760077	0.001472	0.466367
-6.633183	-4.618405	3.770074	0.001485	0.466422
-6.612109	-4.626535	3.780070	0.001482	0.466419
-6.553155	-4.646726	3.790067	0.001471	0.466421
-6.382896	-4.628582	3.800064	0.001440	0.466699
-6.388094	-4.618010	3.810061	0.001441	0.466729
-6.380981	-4.620857	3.820058	0.001440	0.466727
-6.422769	-4.576712	3.830054	0.001448	0.466832
-6.033722	-4.655831	3.840051	0.001378	0.467038
-6.067161	-4.644634	3.850048	0.001384	0.467035
-6.020704	-4.660375	3.860045	0.001375	0.467037
-6.141386	-4.602567	3.870042	0.001397	0.467091
-5.727308	-4.675950	3.880038	0.001323	0.467348
-5.813630	-4.646859	3.890035	0.001338	0.467343
-5.872415	-4.627189	3.900032	0.001349	0.467339
-5.906553	-4.604788	3.910029	0.001355	0.467375
-5.646512	-4.612903	3.920026	0.001308	0.467672
-5.571421	-4.639056	3.930022	0.001295	0.467672
-5.472702	-4.675032	3.940019	0.001277	0.467667
-5.597298	-4.630944	3.950016	0.001300	0.467667
-5.288261	-4.655144	3.960013	0.001244	0.467968
-5.413155	-4.610423	3.970010	0.001267	0.467970
-5.446067	-4.601515	3.980006	0.001273	0.467960
-5.312296	-4.633884	3.990003	0.001249	0.468012
-5.079297	-4.634395	4.000000	0.001206	0.468301
-5.130215	-4.615356	4.009997	0.001216	0.468304
-5.024614	-4.655279	4.019994	0.001197	0.468294
-5.151597	-4.585800	4.029990	0.001220	0.468381
-4.891978	-4.614261	4.039987	0.001173	0.468605
-4.900977	-4.609327	4.049984	0.001175	0.468610
-4.730908	-4.671031	4.059981	0.001144	0.468604
-4.854944	-4.587179	4.069978	0.001167	0.468745
-4.396653	-4.691663	4.079974	0.001084	0.468947
-4.692660	-4.586842	4.089971	0.001137	0.468948
-4.492343	-4.659749	4.099968	0.001101	0.468940
-4.615809	-4.609582	4.109965	0.001124	0.468963
-4.209918	-4.686692	4.119962	0.001050	0.469196
-4.266985	-4.667777	4.129958	0.001061	0.469191
-4.183685	-4.694981	4.139955	0.001046	0.469198
-4.250361	-4.671577	4.149952	0.001058	0.469197
