Tue Jun 02 09:03:20 2020

Number of Points = 3026
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-4.790907	-4.679027	0.340326	0.001057	0.461977
-4.984619	-4.688462	0.345331	0.001092	0.461696
-4.905999	-4.794711	0.350336	0.001078	0.461412
-5.419139	-4.700058	0.355341	0.001171	0.461099
-5.486451	-4.744470	0.360346	0.001183	0.460852
-5.635922	-4.767300	0.365350	0.001210	0.460578
-5.710323	-4.804846	0.370355	0.001224	0.460347
-6.075227	-4.740525	0.375360	0.001290	0.460113
-6.391149	-4.700519	0.380365	0.001347	0.459854
-6.503146	-4.732157	0.385370	0.001368	0.459595
-6.486193	-4.785878	0.390374	0.001365	0.459421
-6.719584	-4.758852	0.395379	0.001407	0.459220
-6.914706	-4.749323	0.400384	0.001443	0.459004
-7.126833	-4.737094	0.405389	0.001481	0.458776
-7.121288	-4.783102	0.410394	0.001480	0.458615
-7.591900	-4.688580	0.415398	0.001566	0.458355
-7.652944	-4.723794	0.420403	0.001577	0.458148
-7.838997	-4.690760	0.425408	0.001611	0.458028
-7.875261	-4.755053	0.430413	0.001617	0.457747
-7.901515	-4.789469	0.435418	0.001622	0.457587
-8.263242	-4.708304	0.440422	0.001688	0.457417
-8.480341	-4.708192	0.445427	0.001727	0.457138
-8.333411	-4.782816	0.450432	0.001701	0.457054
-8.766891	-4.703889	0.455437	0.001779	0.456783
-8.746227	-4.747138	0.460442	0.001776	0.456651
-8.913423	-4.733944	0.465446	0.001806	0.456483
-8.948076	-4.786233	0.470451	0.001812	0.456247
-9.189069	-4.733237	0.475456	0.001856	0.456129
-9.393437	-4.733779	0.480461	0.001893	0.455863
-9.484643	-4.730729	0.485466	0.001910	0.455756
-9.690048	-4.716066	0.490470	0.001947	0.455544
-9.511798	-4.828587	0.495475	0.001915	0.455361
-9.931826	-4.719302	0.500480	0.001991	0.455218
-10.234546	-4.676263	0.505485	0.002046	0.454984
-10.103514	-4.745621	0.510490	0.002023	0.454898
-10.297108	-4.747458	0.515494	0.002058	0.454640
-10.073928	-4.846830	0.520499	0.002018	0.454564
-10.665597	-4.714495	0.525504	0.002125	0.454283
-10.602931	-4.753519	0.530509	0.002114	0.454220
-10.866554	-4.714111	0.535514	0.002161	0.454022
-10.856503	-4.762756	0.540518	0.002160	0.453856
-11.292193	-4.654602	0.545523	0.002239	0.453688
-11.181272	-4.741006	0.550528	0.002219	0.453513
-11.390317	-4.704775	0.555533	0.002257	0.453375
-11.444148	-4.738810	0.560538	0.002267	0.453179
-11.663355	-4.696863	0.565542	0.002306	0.453048
-11.751865	-4.715623	0.570547	0.002323	0.452863
-11.757252	-4.747195	0.575552	0.002324	0.452739
-11.978957	-4.737950	0.580557	0.002364	0.452484
-12.150597	-4.695466	0.585562	0.002395	0.452417
-12.423584	-4.675447	0.590566	0.002445	0.452135
-12.250037	-4.739217	0.595571	0.002413	0.452124
-12.604413	-4.699464	0.600576	0.002478	0.451809
-12.543734	-4.724712	0.605581	0.002467	0.451794
-12.827463	-4.699219	0.610586	0.002518	0.451518
-12.920816	-4.681041	0.615590	0.002535	0.451463
-13.039859	-4.712013	0.620595	0.002557	0.451193
-13.094330	-4.712764	0.625600	0.002567	0.451118
-13.388790	-4.676613	0.630605	0.002620	0.450867
-13.178040	-4.776328	0.635610	0.002582	0.450772
-13.781352	-4.625920	0.640614	0.002692	0.450541
-13.572574	-4.715326	0.645619	0.002654	0.450481
-13.906986	-4.660468	0.650624	0.002715	0.450247
-13.890661	-4.689288	0.655629	0.002712	0.450160
-14.088209	-4.678862	0.660634	0.002748	0.449940
-14.183424	-4.674883	0.665638	0.002765	0.449829
-14.320254	-4.679677	0.670643	0.002790	0.449632
-14.307503	-4.715862	0.675648	0.002788	0.449514
-14.529800	-4.689633	0.680653	0.002828	0.449319
-14.541445	-4.715570	0.685658	0.002831	0.449207
-14.922233	-4.620317	0.690662	0.002899	0.449061
-14.670544	-4.757333	0.695667	0.002854	0.448881
-14.809658	-4.748683	0.700672	0.002879	0.448730
-15.109995	-4.716171	0.705677	0.002934	0.448456
-14.915738	-4.800048	0.710682	0.002899	0.448398
-15.601766	-4.642616	0.715686	0.003023	0.448083
-15.252338	-4.775647	0.720691	0.002960	0.448046
-15.694229	-4.691226	0.725696	0.003040	0.447779
-15.513478	-4.784923	0.730701	0.003008	0.447667
-15.891642	-4.708308	0.735706	0.003076	0.447454
-15.935440	-4.738451	0.740710	0.003084	0.447284
-16.128030	-4.707730	0.745715	0.003119	0.447144
-16.260970	-4.714044	0.750720	0.003143	0.446945
-16.596723	-4.626094	0.755725	0.003204	0.446830
-16.450331	-4.724550	0.760730	0.003178	0.446654
-16.717541	-4.663980	0.765734	0.003226	0.446528
-16.744677	-4.716244	0.770739	0.003232	0.446296
-16.982079	-4.656259	0.775744	0.003275	0.446206
-17.147690	-4.662462	0.780749	0.003305	0.445964
-17.181451	-4.668991	0.785754	0.003311	0.445894
-17.126540	-4.748891	0.790758	0.003301	0.445667
-17.333169	-4.699348	0.795763	0.003339	0.445579
-17.356116	-4.768706	0.800768	0.003343	0.445288
-17.429992	-4.767458	0.805773	0.003357	0.445194
-17.791532	-4.704562	0.810778	0.003422	0.444951
-17.832054	-4.726379	0.815782	0.003430	0.444815
-18.059095	-4.688050	0.820787	0.003471	0.444658
-18.063558	-4.731672	0.825792	0.003472	0.444487
-18.153276	-4.734545	0.830797	0.003488	0.444357
-18.250318	-4.755972	0.835802	0.003506	0.444147
-18.408809	-4.713670	0.840806	0.003535	0.444095
-18.703959	-4.696320	0.845811	0.003588	0.443768
-18.544122	-4.764714	0.850816	0.003559	0.443722
-18.910517	-4.709598	0.855821	0.003626	0.443443
-18.960138	-4.713348	0.860826	0.003635	0.443362
-19.349610	-4.640210	0.865830	0.003705	0.443120
-19.075547	-4.757947	0.870835	0.003656	0.443039
-19.411118	-4.698425	0.875840	0.003717	0.442817
-19.394392	-4.741846	0.880845	0.003714	0.442675
-19.522156	-4.746223	0.885850	0.003737	0.442488
-19.657270	-4.755465	0.890854	0.003762	0.442272
-19.795935	-4.727976	0.895859	0.003787	0.442190
-20.178091	-4.671297	0.900864	0.003856	0.441895
-19.980028	-4.749445	0.905869	0.003821	0.441863
-20.213097	-4.741483	0.910874	0.003863	0.441582
-20.386804	-4.706527	0.915878	0.003895	0.441481
-20.721713	-4.648908	0.920883	0.003955	0.441252
-20.814174	-4.632367	0.925888	0.003972	0.441190
-20.954214	-4.649969	0.930893	0.003998	0.440936
-20.800066	-4.719671	0.935898	0.003970	0.440877
-21.053400	-4.696621	0.940902	0.004016	0.440625
-20.984345	-4.747185	0.945907	0.004004	0.440525
-21.341998	-4.677340	0.950912	0.004068	0.440311
-21.350154	-4.715545	0.955917	0.004070	0.440155
-21.447712	-4.723314	0.960922	0.004088	0.439994
-21.641022	-4.713381	0.965926	0.004123	0.439772
-21.627317	-4.738832	0.970931	0.004121	0.439693
-22.025183	-4.669088	0.975936	0.004193	0.439425
-21.906014	-4.722988	0.980941	0.004171	0.439378
-22.215581	-4.671735	0.985946	0.004227	0.439158
-22.087006	-4.729955	0.990950	0.004204	0.439108
-22.356188	-4.715273	0.995955	0.004253	0.438802
-22.499382	-4.714898	1.000960	0.004279	0.438611

-22.752341	-4.693787	1.010957	0.004325	0.438350
-22.892207	-4.688611	1.020954	0.004351	0.438179
-23.009457	-4.712034	1.030950	0.004372	0.437931
-23.146757	-4.676428	1.040947	0.004398	0.437880
-23.147143	-4.710539	1.050944	0.004398	0.437747
-23.408709	-4.671010	1.060941	0.004446	0.437544
-23.349105	-4.691158	1.070938	0.004435	0.437545
-23.329697	-4.697219	1.080934	0.004432	0.437545
-23.331766	-4.694625	1.090931	0.004433	0.437550
-23.368773	-4.681730	1.100928	0.004440	0.437547
-23.263205	-4.718196	1.110925	0.004421	0.437547
-23.306912	-4.703451	1.120922	0.004429	0.437542
-23.329657	-4.693307	1.130918	0.004434	0.437548
-23.398268	-4.668359	1.140915	0.004446	0.437548
-23.379050	-4.652736	1.150912	0.004443	0.437631
-23.272477	-4.626376	1.160909	0.004424	0.437872
-23.187648	-4.656533	1.170906	0.004409	0.437868
-23.138773	-4.671899	1.180902	0.004401	0.437873
-23.143502	-4.667297	1.190899	0.004402	0.437881
-23.006952	-4.705725	1.200896	0.004378	0.437916
-22.946177	-4.659412	1.210893	0.004367	0.438171
-22.933764	-4.662975	1.220890	0.004365	0.438172
-22.856748	-4.688565	1.230886	0.004351	0.438175
-22.855434	-4.687965	1.240883	0.004352	0.438177
-22.719218	-4.701450	1.250880	0.004327	0.438305
-22.633886	-4.681295	1.260877	0.004312	0.438494
-22.681381	-4.663807	1.270874	0.004321	0.438494
-22.645629	-4.676148	1.280870	0.004315	0.438493
-22.560882	-4.705062	1.290867	0.004300	0.438494
-22.481519	-4.650865	1.300864	0.004286	0.438803
-22.470122	-4.654697	1.310861	0.004284	0.438801
-22.359418	-4.692953	1.320858	0.004265	0.438802
-22.383009	-4.666493	1.330854	0.004269	0.438868
-22.119598	-4.686275	1.340851	0.004222	0.439143
-22.078334	-4.701777	1.350848	0.004215	0.439137
-22.143040	-4.676022	1.360845	0.004227	0.439146
-22.099319	-4.693402	1.370842	0.004219	0.439136
-21.918670	-4.698377	1.380838	0.004187	0.439356
-21.874616	-4.706354	1.390835	0.004179	0.439382
-21.871677	-4.705965	1.400832	0.004179	0.439385
-21.830255	-4.720874	1.410829	0.004172	0.439381
-21.847760	-4.654380	1.420826	0.004175	0.439607
-21.703279	-4.684357	1.430822	0.004150	0.439684
-21.679093	-4.692464	1.440819	0.004146	0.439683
-21.638129	-4.679592	1.450816	0.004139	0.439784
-21.421661	-4.700762	1.460813	0.004100	0.439991
-21.463645	-4.686500	1.470810	0.004108	0.439986
-21.374029	-4.717098	1.480806	0.004092	0.439988
-21.277607	-4.722643	1.490803	0.004075	0.440093
-21.089944	-4.729468	1.500800	0.004041	0.440315
-21.151824	-4.706689	1.510797	0.004053	0.440316
-21.117579	-4.717145	1.520794	0.004047	0.440320
-21.069663	-4.732402	1.530790	0.004039	0.440323
-20.844143	-4.743311	1.540787	0.003998	0.440580
-20.893684	-4.714694	1.550784	0.004007	0.440620
-20.813978	-4.743223	1.560781	0.003993	0.440616
-20.982431	-4.682355	1.570778	0.004024	0.440619
-20.693364	-4.719266	1.580774	0.003972	0.440862
-20.648474	-4.715048	1.590771	0.003964	0.440935
-20.704671	-4.693559	1.600768	0.003975	0.440939
-20.804133	-4.648950	1.610765	0.003993	0.440972
-20.436177	-4.706051	1.620762	0.003927	0.441244
-20.425471	-4.707518	1.630758	0.003925	0.441251
-20.385515	-4.721997	1.640755	0.003919	0.441247
-20.498454	-4.646637	1.650752	0.003939	0.441378
-20.270633	-4.671963	1.660749	0.003898	0.441583
-20.379927	-4.632791	1.670746	0.003919	0.441583
-20.192798	-4.651860	1.680742	0.003885	0.441757
-20.041885	-4.673233	1.690739	0.003858	0.441875
-20.032063	-4.675465	1.700736	0.003857	0.441877
-20.107576	-4.645189	1.710733	0.003871	0.441888
-19.860547	-4.651810	1.720730	0.003826	0.442189
-19.690162	-4.712369	1.730726	0.003796	0.442185
-19.746562	-4.691367	1.740723	0.003806	0.442187
-19.680909	-4.713665	1.750720	0.003795	0.442187
-19.554963	-4.683610	1.760717	0.003772	0.442465
-19.521100	-4.686528	1.770714	0.003767	0.442497
-19.549625	-4.678080	1.780710	0.003772	0.442488
-19.484027	-4.699704	1.790707	0.003761	0.442491
-19.398792	-4.647013	1.800704	0.003746	0.442800
-19.330412	-4.664471	1.810701	0.003734	0.442822
-19.382273	-4.645994	1.820698	0.003743	0.442821
-19.121420	-4.693691	1.830694	0.003696	0.442985
-19.094759	-4.664053	1.840691	0.003692	0.443129
-19.032403	-4.687622	1.850688	0.003681	0.443121
-19.043831	-4.683699	1.860685	0.003683	0.443118
-18.903236	-4.696588	1.870682	0.003658	0.443253
-18.740648	-4.702178	1.880678	0.003629	0.443445
-18.806468	-4.678446	1.890675	0.003642	0.443444
-18.682078	-4.721554	1.900672	0.003619	0.443445
-18.835280	-4.643059	1.910669	0.003647	0.443534
-18.610877	-4.662874	1.920666	0.003607	0.443754
-18.596980	-4.667145	1.930662	0.003605	0.443754
-18.523130	-4.692812	1.940659	0.003592	0.443753
-18.393619	-4.685342	1.950656	0.003569	0.443950
-18.318553	-4.673776	1.960653	0.003556	0.444090
-18.360049	-4.656612	1.970650	0.003564	0.444097
-18.409939	-4.640115	1.980646	0.003573	0.444091
-18.212772	-4.647181	1.990643	0.003538	0.444322
-18.161372	-4.658440	2.000640	0.003529	0.444345
-18.124950	-4.670416	2.010637	0.003522	0.444346
-18.025295	-4.677604	2.020634	0.003505	0.444449
-17.829783	-4.692316	2.030630	0.003470	0.444649
-17.690354	-4.739787	2.040627	0.003445	0.444653
-17.656605	-4.750767	2.050624	0.003439	0.444654
-17.740003	-4.721432	2.060621	0.003454	0.444651
-17.673129	-4.704045	2.070618	0.003443	0.444802
-17.430779	-4.746508	2.080614	0.003399	0.444961
-17.536965	-4.707829	2.090611	0.003419	0.444963
-17.419900	-4.748843	2.100608	0.003398	0.444961
-17.472251	-4.730573	2.110605	0.003408	0.444958
-17.346733	-4.696625	2.120602	0.003385	0.445248
-17.260195	-4.718852	2.130598	0.003370	0.445277
-17.276358	-4.711789	2.140595	0.003373	0.445279
-17.326989	-4.686901	2.150592	0.003383	0.445303
-17.129202	-4.682901	2.160589	0.003347	0.445576
-16.953588	-4.742316	2.170586	0.003316	0.445583
-17.004868	-4.724959	2.180582	0.003326	0.445578
-16.798528	-4.797293	2.190579	0.003289	0.445577
-16.808217	-4.720605	2.200576	0.003291	0.445849
-16.753761	-4.725998	2.210573	0.003281	0.445898
-16.784707	-4.714201	2.220570	0.003287	0.445899
-16.680767	-4.750377	2.230566	0.003269	0.445898
-16.661926	-4.693075	2.240563	0.003266	0.446134
-16.515201	-4.723920	2.250560	0.003239	0.446210
-16.642069	-4.679141	2.260557	0.003263	0.446207
-16.446467	-4.740624	2.270554	0.003228	0.446233
-16.305867	-4.707333	2.280550	0.003203	0.446539
-16.242529	-4.729210	2.290547	0.003192	0.446539
-16.309927	-4.705186	2.300544	0.003204	0.446537
-16.212708	-4.730402	2.310541	0.003187	0.446569
-16.146850	-4.680017	2.320538	0.003175	0.446840
-16.002022	-4.729700	2.330534	0.003149	0.446843
-16.165193	-4.671972	2.340531	0.003179	0.446841
-15.986531	-4.669737	2.350528	0.003147	0.447082
-15.963331	-4.657612	2.360525	0.003143	0.447155
-15.856945	-4.693904	2.370522	0.003125	0.447157
-15.824852	-4.668526	2.380518	0.003119	0.447291
-15.557678	-4.717662	2.390515	0.003071	0.447456
-15.684192	-4.670867	2.400512	0.003094	0.447462
-15.599992	-4.699375	2.410509	0.003079	0.447464
-15.527057	-4.683867	2.420506	0.003067	0.447615
-15.355391	-4.696604	2.430502	0.003036	0.447790
-15.419710	-4.673720	2.440499	0.003048	0.447789
-15.283956	-4.722009	2.450496	0.003024	0.447785
-15.194496	-4.709101	2.460493	0.003008	0.447947
-15.065157	-4.715946	2.470490	0.002985	0.448089
-15.133769	-4.690286	2.480486	0.002997	0.448092
-15.059239	-4.717414	2.490483	0.002984	0.448086
-15.042301	-4.694467	2.500480	0.002982	0.448191
-14.836344	-4.706926	2.510477	0.002945	0.448412
-14.774971	-4.730615	2.520474	0.002934	0.448402
-14.947743	-4.667219	2.530470	0.002966	0.448409
-14.737453	-4.698960	2.540467	0.002928	0.448564
-14.792088	-4.638138	2.550464	0.002938	0.448716
-14.664432	-4.680474	2.560461	0.002915	0.448723
-14.660407	-4.676394	2.570458	0.002915	0.448741
-14.443997	-4.667726	2.580454	0.002876	0.449054
-14.405393	-4.680120	2.590451	0.002870	0.449056
-14.384275	-4.688709	2.600448	0.002866	0.449049
-14.367382	-4.683606	2.610445	0.002863	0.449088
-14.202729	-4.682874	2.620442	0.002834	0.449303
-14.167377	-4.693498	2.630438	0.002828	0.449308
-14.180057	-4.691308	2.640435	0.002830	0.449297
-14.159516	-4.643367	2.650432	0.002827	0.449499
-13.904213	-4.701650	2.660429	0.002781	0.449614
-13.866894	-4.712280	2.670426	0.002775	0.449621
-13.825890	-4.728064	2.680422	0.002768	0.449613
-13.799402	-4.709888	2.690419	0.002763	0.449713
-13.734076	-4.677088	2.700416	0.002752	0.449917
-13.691770	-4.688450	2.710413	0.002745	0.449928
-13.567666	-4.735127	2.720410	0.002722	0.449915
-13.548657	-4.711748	2.730406	0.002719	0.450023
-13.322858	-4.732912	2.740403	0.002679	0.450237
-13.394687	-4.705004	2.750400	0.002692	0.450244
-13.169509	-4.783617	2.760397	0.002652	0.450245
-13.232437	-4.760435	2.770394	0.002664	0.450246
-13.362427	-4.692282	2.780390	0.002687	0.450326
-12.986076	-4.764014	2.790387	0.002620	0.450549
-13.034324	-4.747352	2.800384	0.002629	0.450545
-13.050879	-4.741084	2.810381	0.002632	0.450544
-13.124377	-4.704841	2.820378	0.002646	0.450580
-12.758146	-4.756779	2.830374	0.002580	0.450863
-12.792610	-4.743020	2.840371	0.002586	0.450866
-12.816719	-4.734215	2.850368	0.002591	0.450865
-12.626359	-4.801078	2.860365	0.002557	0.450863
-12.681026	-4.727618	2.870362	0.002567	0.451061
-12.491255	-4.762328	2.880358	0.002533	0.451177
-12.593490	-4.725867	2.890355	0.002552	0.451176
-12.392691	-4.796643	2.900352	0.002516	0.451174
-12.499049	-4.738105	2.910349	0.002536	0.451249
-12.114828	-4.804202	2.920346	0.002467	0.451503
-12.312699	-4.732774	2.930342	0.002503	0.451506
-12.270202	-4.748042	2.940339	0.002495	0.451503
-12.375586	-4.689186	2.950336	0.002515	0.451581
-12.108491	-4.720145	2.960333	0.002467	0.451811
-12.134409	-4.709473	2.970330	0.002472	0.451814
-11.969684	-4.769162	2.980326	0.002442	0.451806
-11.844132	-4.754919	2.990323	0.002420	0.452019
-11.722365	-4.769359	3.000320	0.002398	0.452122
-11.894653	-4.708449	3.010317	0.002430	0.452120
-11.753742	-4.759391	3.020314	0.002405	0.452113
-11.778665	-4.703729	3.030310	0.002410	0.452283
-11.669472	-4.702635	3.040307	0.002390	0.452426
-11.571054	-4.736297	3.050304	0.002373	0.452427
-11.608712	-4.710964	3.060301	0.002380	0.452469
-11.473276	-4.680247	3.070298	0.002356	0.452755
-11.321960	-4.731585	3.080294	0.002329	0.452760
-11.390726	-4.707417	3.090291	0.002341	0.452758
-11.157386	-4.736477	3.100288	0.002300	0.452951
-11.160155	-4.706026	3.110285	0.002300	0.453057
-11.055171	-4.742354	3.120282	0.002282	0.453057
-11.186939	-4.693000	3.130278	0.002306	0.453065
-10.856932	-4.752876	3.140275	0.002247	0.453270
-10.979093	-4.680003	3.150272	0.002269	0.453377
-10.829674	-4.734056	3.160269	0.002242	0.453370
-10.761813	-4.754918	3.170266	0.002230	0.453379
-10.717491	-4.756414	3.180262	0.002223	0.453428
-10.608686	-4.721584	3.190259	0.002203	0.453694
-10.544164	-4.746733	3.200256	0.002192	0.453683
-10.560537	-4.737708	3.210253	0.002195	0.453693
-10.517620	-4.740788	3.220250	0.002188	0.453734
-10.342165	-4.721894	3.230246	0.002157	0.454028
-10.310076	-4.732590	3.240243	0.002151	0.454028
-10.346040	-4.718531	3.250240	0.002158	0.454031
-10.446718	-4.652301	3.260237	0.002176	0.454141
-10.266605	-4.673417	3.270234	0.002144	0.454294
-10.260908	-4.675852	3.280230	0.002144	0.454290
-10.065359	-4.719240	3.290227	0.002109	0.454381
-9.902241	-4.716521	3.300224	0.002079	0.454599
-9.895112	-4.718426	3.310221	0.002078	0.454599
-9.905060	-4.715783	3.320218	0.002081	0.454593
-9.811957	-4.726232	3.330214	0.002064	0.454673
-9.381931	-4.814452	3.340211	0.001987	0.454902
-9.563379	-4.751997	3.350208	0.002020	0.454894
-9.521085	-4.765405	3.360205	0.002013	0.454898
-9.465871	-4.782930	3.370202	0.002003	0.454902
-9.539103	-4.758442	3.380198	0.002016	0.454895
-9.372104	-4.732894	3.390195	0.001987	0.455201
-9.226457	-4.777218	3.400192	0.001961	0.455225
-9.456002	-4.696457	3.410189	0.002002	0.455222
-9.270791	-4.759897	3.420186	0.001969	0.455226
-9.174121	-4.711830	3.430182	0.001952	0.455524
-9.024866	-4.763617	3.440179	0.001926	0.455525
-9.157282	-4.715566	3.450176	0.001950	0.455527
-9.009625	-4.732010	3.460173	0.001923	0.455655
-8.971427	-4.694269	3.470170	0.001917	0.455839
-8.780580	-4.759683	3.480166	0.001883	0.455844
-8.951757	-4.698489	3.490163	0.001914	0.455845
-8.635642	-4.749000	3.500160	0.001857	0.456065
-8.476485	-4.780986	3.510157	0.001829	0.456150
-8.513431	-4.766803	3.520154	0.001836	0.456152
-8.583092	-4.741673	3.530150	0.001849	0.456152
-8.563938	-4.748291	3.540147	0.001846	0.456150
-8.481831	-4.686708	3.550144	0.001831	0.456478
-8.199004	-4.784403	3.560141	0.001780	0.456483
-8.269793	-4.757632	3.570138	0.001793	0.456487
-8.233104	-4.770979	3.580134	0.001787	0.456483
-8.302464	-4.673956	3.590131	0.001800	0.456745
-8.153104	-4.715081	3.600128	0.001773	0.456785
-8.143553	-4.716242	3.610125	0.001772	0.456790
-8.038668	-4.691229	3.620122	0.001753	0.457014
-7.900822	-4.716692	3.630118	0.001729	0.457095
-7.896093	-4.715764	3.640115	0.001728	0.457103
-7.822168	-4.742490	3.650112	0.001715	0.457098
-7.581250	-4.747030	3.660109	0.001672	0.457388
-7.542006	-4.755930	3.670106	0.001665	0.457404
-7.586840	-4.738675	3.680102	0.001674	0.457406
-7.487917	-4.770788	3.690099	0.001656	0.457414
-7.431921	-4.768164	3.700096	0.001646	0.457493
-7.305325	-4.744291	3.710093	0.001624	0.457740
-7.226301	-4.772870	3.720090	0.001610	0.457735
-7.309029	-4.741575	3.730086	0.001625	0.457740
-7.268460	-4.755895	3.740083	0.001618	0.457738
-7.212838	-4.712371	3.750080	0.001608	0.457965
-7.042123	-4.751269	3.760077	0.001578	0.458040
-7.058205	-4.743785	3.770074	0.001581	0.458044
-7.074724	-4.740246	3.780070	0.001584	0.458033
-6.891263	-4.722972	3.790067	0.001552	0.458329
-6.881646	-4.717357	3.800064	0.001550	0.458359
-6.807216	-4.744382	3.810061	0.001537	0.458354
-6.836041	-4.698117	3.820058	0.001543	0.458482
-6.602187	-4.727021	3.830054	0.001501	0.458674
-6.635584	-4.715812	3.840051	0.001507	0.458670
-6.650824	-4.709614	3.850048	0.001510	0.458670
-6.460843	-4.718607	3.860045	0.001476	0.458878
-6.329437	-4.729619	3.870042	0.001453	0.459004
-6.212380	-4.770338	3.880038	0.001432	0.459004
-6.367274	-4.712699	3.890035	0.001460	0.459012
-6.358330	-4.684069	3.900032	0.001459	0.459125
-6.259135	-4.687965	3.910029	0.001441	0.459235
-6.181081	-4.713843	3.920026	0.001428	0.459239
-6.085946	-4.728514	3.930022	0.001411	0.459305
-5.813524	-4.755958	3.940019	0.001362	0.459551
-6.002786	-4.689189	3.950016	0.001396	0.459549
-5.942648	-4.709224	3.960013	0.001386	0.459551
-5.861091	-4.709129	3.970010	0.001371	0.459653
-5.659972	-4.724754	3.980006	0.001335	0.459850
-5.687614	-4.714453	3.990003	0.001341	0.459850
-5.689371	-4.712145	4.000000	0.001341	0.459854
-5.467768	-4.732288	4.009997	0.001302	0.460061
-5.257057	-4.772878	4.019994	0.001264	0.460181
-5.325228	-4.748871	4.029990	0.001277	0.460178
-5.179690	-4.799265	4.039987	0.001251	0.460179
-5.283853	-4.761260	4.049984	0.001270	0.460181
-5.241680	-4.751023	4.059981	0.001263	0.460270
-5.110943	-4.736510	4.069978	0.001239	0.460486
-4.955521	-4.791470	4.079974	0.001212	0.460483
-5.012554	-4.769195	4.089971	0.001222	0.460489
-4.873973	-4.817751	4.099968	0.001197	0.460488
-4.852679	-4.782283	4.109965	0.001194	0.460641
-4.847580	-4.740798	4.119962	0.001193	0.460794
-4.681340	-4.795015	4.129958	0.001164	0.460808
-4.758844	-4.767037	4.139955	0.001178	0.460808
