Tue Jun 02 09:19:19 2020

Number of Points = 3025
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-5.722083	-4.671016	0.370355	0.001241	0.468265
-5.901412	-4.688086	0.375360	0.001273	0.467979
-6.253257	-4.632284	0.380365	0.001337	0.467736
-6.229363	-4.695959	0.385370	0.001332	0.467540
-6.535091	-4.645832	0.390374	0.001388	0.467334
-6.632831	-4.694374	0.395379	0.001405	0.467038
-6.845224	-4.673209	0.400384	0.001444	0.466847
-7.041156	-4.644083	0.405389	0.001479	0.466704
-7.120845	-4.698349	0.410394	0.001494	0.466410
-7.136167	-4.743928	0.415398	0.001497	0.466228
-7.543277	-4.648784	0.420403	0.001570	0.466055
-7.754525	-4.653701	0.425408	0.001608	0.465771
-7.596781	-4.751646	0.430413	0.001580	0.465620
-8.121548	-4.611681	0.435418	0.001675	0.465459
-8.463555	-4.560201	0.440422	0.001737	0.465211
-8.140471	-4.684977	0.445427	0.001678	0.465172
-8.514764	-4.650354	0.450432	0.001746	0.464824
-8.410635	-4.705356	0.455437	0.001727	0.464758
-9.038469	-4.552378	0.460442	0.001841	0.464513
-8.706427	-4.700272	0.465446	0.001781	0.464402
-8.960323	-4.662302	0.470451	0.001827	0.464217
-9.106851	-4.662534	0.475456	0.001853	0.464031
-9.174354	-4.655121	0.480461	0.001865	0.463972
-9.309108	-4.694913	0.485466	0.001890	0.463659
-9.364292	-4.704241	0.490470	0.001900	0.463555
-9.858813	-4.592308	0.495475	0.001989	0.463331
-9.890129	-4.615648	0.500480	0.001995	0.463207
-9.858267	-4.682287	0.505485	0.001989	0.463008
-9.991527	-4.677893	0.510490	0.002013	0.462854
-10.174930	-4.657880	0.515494	0.002047	0.462694
-10.362330	-4.647076	0.520499	0.002080	0.462495
-10.520826	-4.625937	0.525504	0.002109	0.462369
-10.648577	-4.640656	0.530509	0.002132	0.462154
-10.631776	-4.668525	0.535514	0.002129	0.462075
-11.233865	-4.530984	0.540518	0.002238	0.461805
-10.805816	-4.693497	0.545523	0.002161	0.461763
-11.328024	-4.583212	0.550528	0.002255	0.461497
-11.115372	-4.672287	0.555533	0.002217	0.461446
-11.555929	-4.592739	0.560538	0.002297	0.461172
-11.423831	-4.657026	0.565542	0.002273	0.461108
-11.435842	-4.719242	0.570547	0.002275	0.460868
-11.748290	-4.628357	0.575552	0.002331	0.460798
-12.097146	-4.592192	0.580557	0.002394	0.460484
-11.887879	-4.663817	0.585562	0.002357	0.460492
-12.248417	-4.627177	0.590566	0.002422	0.460164
-12.079990	-4.690331	0.595571	0.002392	0.460150
-12.669927	-4.565425	0.600576	0.002498	0.459850
-12.445230	-4.644695	0.605581	0.002458	0.459849
-12.586102	-4.674942	0.610586	0.002483	0.459560
-12.511762	-4.725777	0.615590	0.002470	0.459470
-13.095635	-4.580420	0.620595	0.002575	0.459251
-12.946809	-4.650047	0.625600	0.002548	0.459188
-13.074962	-4.656797	0.630605	0.002572	0.459000
-13.039427	-4.706494	0.635610	0.002565	0.458865
-13.577879	-4.572947	0.640614	0.002663	0.458660
-13.349177	-4.696450	0.645619	0.002621	0.458505
-13.653539	-4.629419	0.650624	0.002676	0.458358
-13.824909	-4.626671	0.655629	0.002707	0.458148
-14.008980	-4.593502	0.660634	0.002741	0.458033
-13.999610	-4.646021	0.665638	0.002739	0.457854
-14.043250	-4.663766	0.670643	0.002747	0.457733
-14.150517	-4.692277	0.675648	0.002766	0.457492
-14.481786	-4.601160	0.680653	0.002826	0.457398
-14.528330	-4.650132	0.685658	0.002835	0.457160
-14.626229	-4.633039	0.690662	0.002853	0.457096
-14.785978	-4.651567	0.695667	0.002881	0.456823
-15.009326	-4.584160	0.700672	0.002922	0.456781
-14.993190	-4.661260	0.705677	0.002919	0.456521
-15.075952	-4.643696	0.710682	0.002934	0.456478
-15.333349	-4.638626	0.715686	0.002981	0.456166
-15.328622	-4.654192	0.720691	0.002980	0.456115
-15.673467	-4.603770	0.725696	0.003042	0.455855
-15.524601	-4.671918	0.730701	0.003015	0.455797
-15.740496	-4.667791	0.735706	0.003054	0.455534
-15.950505	-4.615535	0.740710	0.003092	0.455454
-16.108341	-4.620410	0.745715	0.003121	0.455233
-16.002708	-4.687450	0.750720	0.003102	0.455123
-16.414135	-4.598184	0.755725	0.003176	0.454919
-16.493881	-4.602874	0.760730	0.003191	0.454799
-16.626451	-4.608444	0.765734	0.003215	0.454607
-16.413830	-4.715804	0.770739	0.003176	0.454488
-16.844551	-4.616669	0.775744	0.003254	0.454295
-17.058183	-4.575495	0.780749	0.003293	0.454169
-17.237101	-4.550058	0.785754	0.003325	0.454031
-17.068043	-4.641546	0.790758	0.003295	0.453914
-17.251585	-4.634668	0.795763	0.003328	0.453702
-17.333964	-4.651383	0.800768	0.003343	0.453533
-17.558898	-4.610951	0.805773	0.003383	0.453390
-17.537145	-4.672563	0.810778	0.003380	0.453192
-17.635592	-4.672550	0.815782	0.003397	0.453064
-18.040031	-4.596947	0.820787	0.003471	0.452818
-17.912951	-4.659232	0.825792	0.003448	0.452753
-18.325452	-4.589899	0.830797	0.003522	0.452473
-18.218198	-4.638589	0.835802	0.003503	0.452433
-18.550237	-4.595379	0.840806	0.003563	0.452161
-18.461610	-4.633866	0.845811	0.003547	0.452134
-18.791054	-4.599608	0.850816	0.003607	0.451832
-18.567034	-4.682467	0.855821	0.003566	0.451818
-19.100284	-4.580799	0.860826	0.003663	0.451499
-19.036537	-4.600187	0.865830	0.003651	0.451510
-19.356404	-4.575010	0.870835	0.003709	0.451187
-19.195838	-4.634206	0.875840	0.003680	0.451177
-19.657726	-4.555104	0.880845	0.003763	0.450868
-19.501338	-4.605972	0.885850	0.003735	0.450883
-19.811821	-4.581856	0.890854	0.003791	0.450568
-19.667696	-4.635304	0.895859	0.003765	0.450558
-20.102796	-4.566153	0.900864	0.003844	0.450246
-20.004478	-4.598682	0.905869	0.003826	0.450254
-20.206522	-4.615030	0.910874	0.003863	0.449929
-20.098707	-4.666095	0.915878	0.003843	0.449881
-20.595281	-4.558925	0.920883	0.003933	0.449629
-20.352512	-4.659749	0.925888	0.003889	0.449573
-20.987723	-4.505819	0.930893	0.004004	0.449313
-20.599610	-4.652074	0.935898	0.003934	0.449278
-20.989324	-4.572776	0.940902	0.004005	0.449062
-20.940609	-4.616379	0.945907	0.003996	0.448964
-21.232486	-4.575006	0.950912	0.004049	0.448735
-21.170495	-4.632437	0.955917	0.004037	0.448603
-21.281610	-4.644142	0.960922	0.004058	0.448414
-21.390998	-4.661575	0.965926	0.004077	0.448206
-21.653394	-4.600008	0.970931	0.004125	0.448090
-21.657102	-4.660354	0.975936	0.004126	0.447861
-21.828247	-4.619782	0.980941	0.004157	0.447787
-22.297239	-4.536611	0.985946	0.004241	0.447481
-22.116404	-4.605205	0.990950	0.004209	0.447463
-22.253375	-4.636452	0.995955	0.004234	0.447167
-22.451425	-4.608367	1.000960	0.004269	0.447011

-22.654062	-4.594440	1.010957	0.004306	0.446796
-22.868349	-4.586927	1.020954	0.004345	0.446542
-22.924664	-4.601379	1.030950	0.004355	0.446414
-23.028578	-4.617153	1.040947	0.004374	0.446217
-23.027001	-4.616429	1.050944	0.004374	0.446222
-23.209158	-4.554014	1.060941	0.004407	0.446214
-23.301882	-4.590687	1.070938	0.004424	0.445955
-23.399814	-4.559579	1.080934	0.004441	0.445941
-23.323266	-4.595863	1.090931	0.004428	0.445906
-23.254036	-4.547082	1.100928	0.004415	0.446178
-23.072538	-4.652986	1.110925	0.004383	0.446022
-23.143185	-4.618106	1.120922	0.004395	0.446058
-23.247419	-4.546967	1.130918	0.004414	0.446186
-23.170475	-4.565080	1.140915	0.004401	0.446219
-23.073989	-4.598060	1.150912	0.004383	0.446222
-23.185840	-4.560515	1.160909	0.004403	0.446214
-23.012905	-4.620532	1.170906	0.004372	0.446217
-23.168152	-4.566581	1.180902	0.004400	0.446214
-22.789226	-4.610556	1.190899	0.004332	0.446547
-22.786855	-4.611002	1.200896	0.004332	0.446548
-22.713342	-4.636444	1.210893	0.004319	0.446549
-22.763335	-4.618338	1.220890	0.004328	0.446550
-22.751556	-4.623633	1.230886	0.004326	0.446545
-22.835386	-4.573236	1.240883	0.004341	0.446622
-22.515429	-4.624487	1.250880	0.004283	0.446851
-22.505905	-4.626668	1.260877	0.004281	0.446855
-22.432029	-4.650056	1.270874	0.004268	0.446864
-22.539083	-4.612213	1.280870	0.004288	0.446864
-22.410484	-4.626552	1.290867	0.004265	0.446979
-22.339323	-4.601683	1.300864	0.004252	0.447164
-22.278736	-4.622346	1.310861	0.004241	0.447166
-22.395078	-4.581017	1.320858	0.004262	0.447167
-22.173814	-4.593033	1.330854	0.004222	0.447412
-22.037170	-4.623139	1.340851	0.004197	0.447478
-22.063020	-4.614420	1.350848	0.004202	0.447476
-22.059067	-4.616527	1.360845	0.004202	0.447473
-21.885477	-4.610158	1.370842	0.004170	0.447723
-21.766085	-4.631959	1.380838	0.004149	0.447798
-21.788276	-4.622942	1.390835	0.004153	0.447802
-21.774493	-4.627675	1.400832	0.004151	0.447802
-21.728247	-4.591064	1.410829	0.004142	0.447998
-21.615987	-4.604391	1.420826	0.004122	0.448095
-21.659570	-4.588513	1.430822	0.004130	0.448096
-21.495073	-4.644296	1.440819	0.004100	0.448104
-21.488602	-4.569741	1.450816	0.004099	0.448388
-21.349635	-4.611557	1.460813	0.004074	0.448414
-21.474843	-4.568966	1.470810	0.004097	0.448408
-21.183225	-4.621339	1.480806	0.004044	0.448594
-21.153985	-4.594223	1.490803	0.004039	0.448733
-21.122591	-4.606684	1.500800	0.004034	0.448727
-21.038999	-4.635205	1.510797	0.004019	0.448730
-20.937092	-4.623680	1.520794	0.004000	0.448905
-21.041349	-4.541537	1.530790	0.004019	0.449073
-20.877992	-4.600149	1.540787	0.003990	0.449068
-20.845288	-4.611882	1.550784	0.003984	0.449067
-20.685887	-4.621621	1.560781	0.003955	0.449238
-20.717244	-4.588973	1.570778	0.003961	0.449318
-20.751883	-4.576607	1.580774	0.003967	0.449318
-20.626628	-4.599864	1.590771	0.003945	0.449395
-20.420014	-4.609451	1.600768	0.003907	0.449628
-20.419990	-4.610757	1.610765	0.003908	0.449623
-20.519857	-4.574058	1.620762	0.003926	0.449628
-20.191860	-4.640883	1.630758	0.003867	0.449808
-20.290989	-4.570454	1.640755	0.003885	0.449938
-20.165028	-4.615911	1.650752	0.003862	0.449934
-20.307070	-4.565974	1.660749	0.003888	0.449933
-19.941646	-4.620845	1.670746	0.003822	0.450205
-20.045546	-4.571207	1.680742	0.003841	0.450253
-19.968155	-4.598700	1.690739	0.003827	0.450252
-19.959972	-4.599829	1.700736	0.003825	0.450257
-19.689041	-4.613988	1.710733	0.003776	0.450557
-19.856608	-4.554892	1.720730	0.003807	0.450557
-19.630815	-4.635494	1.730726	0.003766	0.450553
-19.707858	-4.597423	1.740723	0.003780	0.450592
-19.461094	-4.608483	1.750720	0.003736	0.450872
-19.463818	-4.607479	1.760717	0.003736	0.450871
-19.511470	-4.590049	1.770714	0.003745	0.450873
-19.460143	-4.574471	1.780710	0.003736	0.450997
-19.198358	-4.615335	1.790707	0.003688	0.451186
-19.171803	-4.623395	1.800704	0.003684	0.451190
-19.117521	-4.642665	1.810701	0.003674	0.451189
-19.113097	-4.646598	1.820698	0.003673	0.451180
-18.971449	-4.607497	1.830694	0.003648	0.451507
-18.839813	-4.651650	1.840691	0.003624	0.451515
-19.090770	-4.562108	1.850688	0.003669	0.451518
-18.867572	-4.641276	1.860685	0.003629	0.451516
-19.052905	-4.500655	1.870682	0.003663	0.451793
-18.681620	-4.624852	1.880678	0.003596	0.451817
-18.870012	-4.558000	1.890675	0.003630	0.451818
-19.011596	-4.428469	1.900672	0.003656	0.452110
-19.375234	-4.262404	1.910669	0.003721	0.452249
-18.955867	-4.357439	1.920666	0.003646	0.452442
-19.023502	-4.267539	1.930662	0.003658	0.452685
-18.918884	-4.280593	1.940659	0.003639	0.452772
-18.730190	-4.266738	1.950656	0.003605	0.453066
-18.535377	-4.332586	1.960653	0.003570	0.453076
-18.551242	-4.241864	1.970650	0.003573	0.453388
-18.239690	-4.352433	1.980646	0.003517	0.453385
-18.233437	-4.296026	1.990643	0.003516	0.453599
-18.156697	-4.295609	2.000640	0.003502	0.453699
-18.230398	-4.266647	2.010637	0.003515	0.453710
-17.799165	-4.329534	2.020634	0.003437	0.454036
-17.882048	-4.301085	2.030630	0.003453	0.454032
-17.807999	-4.326697	2.040627	0.003439	0.454034
-17.776947	-4.287592	2.050624	0.003434	0.454216
-17.555124	-4.344167	2.060621	0.003394	0.454295
-17.628617	-4.319105	2.070618	0.003407	0.454291
-17.561252	-4.341250	2.080614	0.003395	0.454297
-17.359256	-4.329343	2.090611	0.003359	0.454600
-17.300403	-4.347225	2.100608	0.003348	0.454610
-17.452788	-4.294120	2.110605	0.003376	0.454607
-17.331872	-4.308770	2.120602	0.003354	0.454709
-17.224964	-4.290644	2.130598	0.003335	0.454913
-17.130667	-4.324677	2.140595	0.003318	0.454909
-17.117344	-4.330188	2.150592	0.003315	0.454905
-16.736784	-4.394157	2.160589	0.003247	0.455162
-16.752965	-4.369303	2.170586	0.003250	0.455231
-16.743708	-4.371349	2.180582	0.003248	0.455235
-16.760400	-4.366213	2.190579	0.003251	0.455231
-17.016833	-4.273757	2.200576	0.003298	0.455238
-16.776788	-4.278570	2.210573	0.003254	0.455529
-16.695311	-4.306842	2.220570	0.003240	0.455530
-16.684625	-4.309894	2.230566	0.003238	0.455532
-16.563990	-4.272002	2.240563	0.003216	0.455825
-16.433713	-4.312352	2.250560	0.003193	0.455845
-16.391937	-4.325950	2.260557	0.003185	0.455849
-16.323446	-4.313726	2.270554	0.003173	0.455981
-16.102602	-4.344993	2.280550	0.003133	0.456150
-16.096287	-4.346588	2.290547	0.003132	0.456152
-16.134865	-4.333404	2.300544	0.003139	0.456150
-16.029507	-4.368918	2.310541	0.003120	0.456155
-15.841598	-4.351376	2.320538	0.003086	0.456460
-15.888203	-4.325959	2.330534	0.003095	0.456492
-15.941182	-4.306861	2.340531	0.003105	0.456493
-15.897170	-4.325459	2.350528	0.003097	0.456481
-15.901100	-4.240662	2.360525	0.003097	0.456784
-15.678789	-4.315427	2.370522	0.003057	0.456797
-15.739570	-4.295413	2.380518	0.003068	0.456791
-15.455739	-4.319092	2.390515	0.003017	0.457069
-15.398609	-4.328953	2.400512	0.003007	0.457106
-15.390220	-4.330753	2.410509	0.003006	0.457109
-15.447511	-4.311272	2.420506	0.003016	0.457106
-15.149217	-4.356820	2.430502	0.002962	0.457322
-15.240111	-4.297699	2.440499	0.002979	0.457420
-15.099873	-4.348751	2.450496	0.002953	0.457414
-15.100789	-4.349268	2.460493	0.002954	0.457410
-15.058388	-4.333736	2.470490	0.002946	0.457520
-14.814535	-4.357474	2.480486	0.002902	0.457746
-14.764740	-4.373904	2.490483	0.002893	0.457749
-14.930639	-4.318108	2.500480	0.002923	0.457739
-14.882303	-4.334842	2.510477	0.002915	0.457739
-14.567196	-4.378466	2.520474	0.002858	0.457984
-14.703767	-4.313282	2.530470	0.002883	0.458045
-14.596244	-4.351488	2.540467	0.002863	0.458044
-14.707208	-4.313795	2.550464	0.002883	0.458038
-14.465136	-4.317541	2.560461	0.002840	0.458333
-14.434049	-4.320860	2.570458	0.002834	0.458361
-14.416655	-4.325047	2.580454	0.002831	0.458367
-14.315102	-4.341712	2.590451	0.002813	0.458436
-14.030721	-4.377350	2.600448	0.002762	0.458670
-14.141249	-4.335126	2.610445	0.002782	0.458681
-14.196739	-4.316963	2.620442	0.002792	0.458675
-14.171971	-4.305905	2.630438	0.002787	0.458746
-13.695348	-4.401508	2.640435	0.002701	0.459008
-13.721812	-4.391598	2.650432	0.002706	0.459010
-13.695357	-4.400335	2.660429	0.002701	0.459011
-13.925228	-4.317916	2.670426	0.002743	0.459016
-13.738671	-4.385865	2.680422	0.002709	0.459007
-13.644785	-4.355385	2.690419	0.002693	0.459237
-13.508439	-4.399557	2.700416	0.002668	0.459250
-13.708997	-4.328488	2.710413	0.002704	0.459251
-13.505275	-4.384301	2.720410	0.002668	0.459309
-13.437491	-4.338368	2.730406	0.002655	0.459561
-13.245753	-4.406095	2.740403	0.002621	0.459560
-13.278174	-4.395886	2.750400	0.002627	0.459555
-13.281079	-4.377721	2.760397	0.002627	0.459616
-13.148116	-4.355176	2.770394	0.002603	0.459867
-13.160982	-4.350729	2.780390	0.002606	0.459866
-13.256459	-4.317327	2.790387	0.002623	0.459864
-13.082123	-4.302728	2.800384	0.002592	0.460139
-13.023792	-4.310035	2.810381	0.002581	0.460186
-12.915761	-4.349144	2.820378	0.002562	0.460182
-12.817267	-4.331523	2.830374	0.002544	0.460370
-12.597194	-4.374780	2.840371	0.002505	0.460494
-12.616154	-4.368942	2.850368	0.002508	0.460490
-12.621035	-4.368165	2.860365	0.002509	0.460486
-12.572602	-4.354921	2.870362	0.002500	0.460595
-12.358415	-4.372437	2.880358	0.002462	0.460804
-12.410871	-4.353696	2.890355	0.002471	0.460804
-12.491151	-4.325404	2.900352	0.002486	0.460803
-12.355515	-4.322897	2.910349	0.002461	0.460984
-12.416676	-4.263050	2.920346	0.002473	0.461122
-12.179758	-4.347247	2.930342	0.002430	0.461119
-12.186236	-4.315933	2.940339	0.002431	0.461223
-12.008930	-4.314501	2.950336	0.002399	0.461453
-11.960808	-4.330007	2.960333	0.002391	0.461458
-11.968337	-4.329372	2.970330	0.002392	0.461450
-11.897224	-4.311895	2.980326	0.002379	0.461602
-11.802631	-4.303257	2.990323	0.002362	0.461753
-11.713568	-4.332655	3.000320	0.002346	0.461760
-11.690601	-4.342676	3.010317	0.002342	0.461752
-11.623800	-4.310086	3.020314	0.002330	0.461954
-11.486396	-4.327321	3.030310	0.002305	0.462065
-11.470341	-4.332876	3.040307	0.002303	0.462065
-11.618348	-4.279958	3.050304	0.002329	0.462067
-11.290261	-4.312257	3.060301	0.002270	0.462367
-11.245809	-4.325989	3.070298	0.002262	0.462373
-11.151044	-4.357047	3.080294	0.002245	0.462381
-11.205039	-4.339697	3.090291	0.002255	0.462374
-10.835388	-4.402342	3.100288	0.002188	0.462617
-10.897157	-4.358070	3.110285	0.002200	0.462697
-10.807898	-4.387957	3.120282	0.002184	0.462702
-10.956969	-4.334946	3.130278	0.002211	0.462703
-10.925257	-4.345011	3.140275	0.002205	0.462707
-10.837152	-4.319271	3.150272	0.002189	0.462910
-10.747069	-4.325390	3.160269	0.002173	0.463002
-10.676854	-4.348942	3.170266	0.002160	0.463006
-10.616546	-4.369741	3.180262	0.002150	0.463007
-10.557490	-4.310792	3.190259	0.002139	0.463293
-10.329533	-4.384385	3.200256	0.002098	0.463316
-10.273278	-4.402263	3.210253	0.002088	0.463323
-10.371479	-4.368211	3.220250	0.002106	0.463320
-10.270421	-4.375738	3.230246	0.002087	0.463420
-10.035355	-4.397507	3.240243	0.002045	0.463639
-10.174771	-4.348228	3.250240	0.002070	0.463639
-10.018225	-4.404284	3.260237	0.002042	0.463635
-10.010289	-4.405681	3.270234	0.002041	0.463639
-9.911104	-4.377302	3.280230	0.002023	0.463866
-9.880526	-4.356950	3.290227	0.002018	0.463977
-9.979571	-4.323136	3.300224	0.002035	0.463972
-9.890606	-4.354364	3.310221	0.002020	0.463972
-9.662895	-4.366366	3.320218	0.001978	0.464216
-9.549665	-4.403531	3.330214	0.001958	0.464226
-9.560285	-4.398930	3.340211	0.001960	0.464228
-9.566874	-4.398214	3.350208	0.001961	0.464222
-9.366015	-4.417602	3.360205	0.001925	0.464405
-9.265052	-4.419583	3.370202	0.001907	0.464525
-9.437899	-4.356030	3.380198	0.001938	0.464534
-9.415272	-4.365344	3.390195	0.001934	0.464529
-9.139987	-4.415597	3.400192	0.001885	0.464696
-9.076654	-4.397967	3.410189	0.001873	0.464838
-9.151889	-4.372332	3.420186	0.001887	0.464834
-9.170167	-4.365904	3.430182	0.001890	0.464833
-8.927551	-4.395082	3.440179	0.001847	0.465034
-8.771242	-4.414595	3.450176	0.001818	0.465161
-8.792844	-4.407836	3.460173	0.001822	0.465157
-8.914610	-4.364290	3.470170	0.001845	0.465159
-8.721199	-4.387177	3.480166	0.001810	0.465320
-8.565288	-4.400349	3.490163	0.001782	0.465469
-8.554241	-4.406873	3.500160	0.001780	0.465459
-8.548686	-4.406343	3.510157	0.001779	0.465467
-8.454088	-4.438943	3.520154	0.001762	0.465470
-8.355416	-4.387338	3.530150	0.001744	0.465777
-8.275532	-4.416173	3.540147	0.001730	0.465774
-8.308597	-4.405221	3.550144	0.001736	0.465771
-8.335379	-4.386976	3.560141	0.001741	0.465802
-8.058013	-4.404207	3.570138	0.001691	0.466089
-8.074662	-4.399679	3.580134	0.001694	0.466084
-8.111853	-4.387121	3.590131	0.001700	0.466081
-8.063337	-4.371726	3.600128	0.001692	0.466196
-7.830733	-4.390401	3.610125	0.001650	0.466422
-7.914804	-4.362313	3.620122	0.001665	0.466416
-7.852663	-4.384598	3.630118	0.001654	0.466414
-7.843108	-4.337633	3.640115	0.001652	0.466593
-7.663361	-4.363072	3.650112	0.001620	0.466727
-7.743680	-4.335453	3.660109	0.001635	0.466724
-7.655359	-4.339026	3.670106	0.001619	0.466822
-7.511488	-4.328099	3.680102	0.001593	0.467041
-7.407071	-4.366978	3.690099	0.001574	0.467033
-7.525338	-4.323282	3.700096	0.001595	0.467039
-7.176856	-4.361535	3.710093	0.001533	0.467340
-7.452194	-4.264475	3.720090	0.001582	0.467339
-7.150643	-4.369755	3.730086	0.001528	0.467342
-7.165363	-4.317844	3.740083	0.001531	0.467508
-6.809646	-4.398264	3.750080	0.001467	0.467667
-7.022380	-4.324517	3.760077	0.001505	0.467662
-6.828968	-4.391519	3.770074	0.001470	0.467666
-7.002373	-4.313198	3.780070	0.001502	0.467726
-6.547925	-4.403765	3.790067	0.001420	0.467973
-6.791743	-4.318006	3.800064	0.001464	0.467972
-6.657849	-4.365377	3.810061	0.001440	0.467971
-6.842305	-4.267843	3.820058	0.001473	0.468086
-6.330612	-4.390715	3.830054	0.001381	0.468289
-6.538919	-4.316661	3.840051	0.001418	0.468291
-6.365643	-4.378201	3.850048	0.001387	0.468289
-6.409711	-4.333733	3.860045	0.001395	0.468391
-6.057656	-4.399905	3.870042	0.001332	0.468596
-6.226978	-4.338592	3.880038	0.001362	0.468601
-6.094936	-4.383252	3.890035	0.001339	0.468607
-6.343223	-4.283642	3.900032	0.001384	0.468649
-5.868393	-4.369453	3.910029	0.001298	0.468938
-6.044778	-4.306443	3.920026	0.001330	0.468941
-5.873556	-4.366885	3.930022	0.001299	0.468940
-5.871409	-4.360277	3.940019	0.001299	0.468965
-5.467926	-4.437659	3.950016	0.001226	0.469195
-5.558787	-4.405790	3.960013	0.001242	0.469193
-5.579674	-4.399800	3.970010	0.001246	0.469188
-5.759123	-4.336427	3.980006	0.001279	0.469188
-5.595375	-4.365481	3.990003	0.001249	0.469289
-5.429652	-4.362666	4.000000	0.001219	0.469505
-5.406506	-4.371857	4.009997	0.001215	0.469501
-5.494555	-4.343418	4.019994	0.001231	0.469491
-5.200159	-4.391518	4.029990	0.001178	0.469688
-5.121832	-4.386246	4.039987	0.001164	0.469803
-5.165257	-4.369929	4.049984	0.001172	0.469806
-5.151455	-4.375982	4.059981	0.001170	0.469802
-4.867723	-4.436705	4.069978	0.001118	0.469940
-4.787690	-4.437450	4.079974	0.001104	0.470037
-4.677489	-4.448161	4.089971	0.001084	0.470136
-4.857247	-4.386724	4.099968	0.001117	0.470128
-4.777787	-4.414884	4.109965	0.001103	0.470127
-4.726980	-4.432171	4.119962	0.001093	0.470129
-4.509224	-4.423647	4.129958	0.001054	0.470430
-4.576653	-4.400967	4.139955	0.001066	0.470425
-4.466800	-4.439344	4.149952	0.001047	0.470426
