Tue Jun 02 08:37:58 2020

Number of Points = 2997
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
1.613639	-5.355390	0.265254	0.000077	0.513483
1.633202	-5.553941	0.270259	0.000073	0.512867
1.329053	-5.640072	0.275264	0.000127	0.512246
0.588953	-5.562805	0.280269	0.000260	0.511655
-1.610855	-4.921630	0.285274	0.000657	0.511226
-1.789725	-4.969389	0.290278	0.000689	0.510871
-1.956362	-5.003415	0.295283	0.000718	0.510574
-2.243655	-5.010992	0.300288	0.000769	0.510224
-2.516684	-5.007456	0.305293	0.000818	0.509927
-2.777052	-5.005942	0.310298	0.000864	0.509638
-3.053122	-4.993510	0.315302	0.000913	0.509366
-3.241426	-5.001981	0.320307	0.000947	0.509126
-3.532892	-4.967702	0.325312	0.000999	0.508908
-3.847556	-4.930802	0.330317	0.001055	0.508671
-3.863501	-4.994893	0.335322	0.001057	0.508448
-4.149970	-4.962676	0.340326	0.001108	0.508228
-4.573828	-4.873390	0.345331	0.001184	0.508036
-4.593134	-4.950033	0.350336	0.001187	0.507768
-4.744946	-4.930967	0.355341	0.001213	0.507660
-4.866027	-4.968010	0.360346	0.001234	0.507404
-4.995912	-4.989261	0.365350	0.001257	0.507189
-5.462993	-4.862644	0.370355	0.001341	0.507069
-5.389869	-4.968433	0.375360	0.001327	0.506812
-5.586517	-4.926502	0.380365	0.001362	0.506727
-6.153275	-4.809510	0.385370	0.001463	0.506460
-5.872743	-4.919294	0.390374	0.001412	0.506429
-6.223458	-4.880282	0.395379	0.001475	0.506156
-6.213570	-4.896141	0.400384	0.001472	0.506120
-6.521179	-4.880800	0.405389	0.001527	0.505819
-6.513081	-4.886316	0.410394	0.001525	0.505815
-6.987974	-4.814100	0.415398	0.001610	0.505507
-6.937973	-4.835051	0.420403	0.001600	0.505501
-7.029968	-4.868198	0.425408	0.001616	0.505290
-7.158384	-4.855805	0.430413	0.001639	0.505187
-7.218422	-4.883740	0.435418	0.001649	0.505030
-7.473686	-4.839104	0.440422	0.001694	0.504886
-7.419119	-4.902753	0.445427	0.001684	0.504744
-7.757431	-4.842053	0.450432	0.001744	0.504556
-7.655257	-4.903131	0.455437	0.001725	0.504478
-7.866028	-4.898893	0.460442	0.001762	0.504252
-7.940027	-4.899065	0.465446	0.001775	0.504170
-8.417214	-4.799775	0.470451	0.001860	0.503948
-8.107337	-4.911899	0.475456	0.001804	0.503943
-8.329150	-4.911411	0.480461	0.001843	0.503692
-8.471870	-4.860499	0.485466	0.001868	0.503698
-8.886031	-4.820701	0.490470	0.001942	0.503353
-8.666121	-4.897153	0.495475	0.001902	0.503361
-8.806045	-4.930321	0.500480	0.001926	0.503093
-9.000046	-4.877262	0.505485	0.001961	0.503047
-9.365379	-4.820355	0.510490	0.002026	0.502815
-9.417746	-4.830092	0.515494	0.002035	0.502726
-9.346463	-4.896092	0.520499	0.002021	0.502596
-9.697266	-4.827425	0.525504	0.002084	0.502419
-9.699309	-4.835732	0.530509	0.002083	0.502394
-9.940417	-4.842756	0.535514	0.002126	0.502094
-9.866482	-4.873871	0.540518	0.002112	0.502082
-10.149093	-4.850629	0.545523	0.002163	0.501834
-10.401741	-4.779668	0.550528	0.002207	0.501779
-10.363767	-4.830855	0.555533	0.002200	0.501658
-10.426170	-4.867323	0.560538	0.002210	0.501469
-10.478280	-4.878361	0.565542	0.002219	0.501377
-10.764927	-4.839314	0.570547	0.002270	0.501176
-10.872513	-4.810459	0.575552	0.002289	0.501151
-11.090766	-4.829975	0.580557	0.002328	0.500836
-11.034659	-4.846944	0.585562	0.002317	0.500849
-11.407828	-4.794470	0.590566	0.002384	0.500592
-11.428734	-4.805179	0.595571	0.002387	0.500537
-11.213051	-4.933528	0.600576	0.002347	0.500367
-11.739505	-4.796221	0.605581	0.002441	0.500212
-11.740840	-4.817275	0.610586	0.002441	0.500145
-12.023526	-4.790997	0.615590	0.002491	0.499906
-11.828865	-4.860633	0.620595	0.002455	0.499908
-12.187896	-4.827912	0.625600	0.002519	0.499600
-12.482937	-4.733726	0.630605	0.002572	0.499573
-12.365897	-4.810599	0.635610	0.002550	0.499459
-12.755156	-4.730722	0.640614	0.002620	0.499273
-12.592200	-4.786552	0.645619	0.002590	0.499283
-12.910030	-4.769609	0.650624	0.002646	0.498971
-13.011312	-4.735616	0.655629	0.002664	0.498970
-12.992960	-4.784559	0.660634	0.002660	0.498833
-13.129300	-4.767989	0.665638	0.002684	0.498733
-13.109274	-4.818193	0.670643	0.002679	0.498594
-13.349529	-4.789582	0.675648	0.002722	0.498412
-13.368366	-4.810074	0.680653	0.002725	0.498326
-13.594528	-4.800830	0.685658	0.002765	0.498096
-13.620250	-4.811407	0.690662	0.002769	0.498035
-14.017915	-4.750905	0.695667	0.002840	0.497774
-13.966536	-4.772876	0.700672	0.002830	0.497766
-14.138868	-4.786780	0.705677	0.002860	0.497521
-14.269271	-4.760727	0.710682	0.002883	0.497460
-14.374597	-4.773367	0.715686	0.002902	0.497298
-14.581937	-4.753193	0.720691	0.002938	0.497126
-14.618384	-4.758193	0.725696	0.002944	0.497071
-14.882440	-4.743623	0.730701	0.002991	0.496814
-14.694921	-4.805803	0.735706	0.002957	0.496831
-15.072279	-4.768897	0.740710	0.003024	0.496515
-15.056336	-4.776642	0.745715	0.003021	0.496512
-15.237009	-4.780369	0.750720	0.003052	0.496291
-15.377849	-4.754099	0.755725	0.003077	0.496218
-15.398937	-4.808288	0.760730	0.003080	0.496016
-15.629714	-4.766192	0.765734	0.003121	0.495889
-15.772893	-4.757565	0.770739	0.003146	0.495754
-15.886545	-4.771873	0.775744	0.003166	0.495576
-15.780571	-4.835745	0.780749	0.003146	0.495492
-16.193035	-4.759860	0.785754	0.003220	0.495264
-16.152502	-4.780987	0.790758	0.003212	0.495246
-16.423073	-4.772222	0.795763	0.003260	0.494960
-16.446056	-4.766239	0.800768	0.003264	0.494957
-16.663342	-4.770621	0.805773	0.003302	0.494690
-16.834249	-4.735728	0.810778	0.003332	0.494610
-16.862403	-4.760412	0.815782	0.003337	0.494498
-17.012649	-4.763165	0.820787	0.003363	0.494316
-17.082628	-4.761119	0.825792	0.003375	0.494245
-17.433188	-4.706205	0.830797	0.003438	0.494019
-17.237970	-4.780400	0.835802	0.003402	0.494005
-17.603126	-4.727371	0.840806	0.003467	0.493755
-17.600168	-4.729307	0.845811	0.003466	0.493757
-17.910069	-4.699286	0.850816	0.003521	0.493495
-17.747221	-4.776985	0.855821	0.003491	0.493431
-18.007104	-4.746110	0.860826	0.003537	0.493232
-18.270683	-4.691206	0.865830	0.003584	0.493109
-18.415577	-4.653614	0.870835	0.003610	0.493068
-18.593716	-4.679356	0.875840	0.003641	0.492774
-18.428468	-4.737835	0.880845	0.003610	0.492778
-18.531053	-4.766717	0.885850	0.003628	0.492563
-18.842889	-4.681717	0.890854	0.003684	0.492484
-18.922687	-4.706834	0.895859	0.003698	0.492309
-19.130687	-4.682696	0.900864	0.003735	0.492148
-19.094827	-4.709872	0.905869	0.003727	0.492104
-19.395457	-4.683646	0.910874	0.003781	0.491839
-19.354033	-4.694853	0.915878	0.003773	0.491855
-19.583204	-4.702766	0.920883	0.003813	0.491560
-19.577897	-4.713761	0.925888	0.003812	0.491534
-19.937323	-4.647314	0.930893	0.003876	0.491336
-19.858893	-4.707172	0.935898	0.003861	0.491231
-19.922107	-4.725799	0.940902	0.003872	0.491098
-20.156628	-4.701404	0.945907	0.003913	0.490905
-20.254847	-4.693026	0.950912	0.003930	0.490821
-20.515473	-4.669560	0.955917	0.003977	0.490594
-20.485853	-4.686653	0.960922	0.003971	0.490577
-20.556267	-4.740693	0.965926	0.003983	0.490314
-20.799464	-4.670315	0.970931	0.004026	0.490267
-20.912567	-4.695827	0.975936	0.004046	0.490050
-21.015656	-4.688047	0.980941	0.004064	0.489958
-21.064152	-4.720541	0.985946	0.004072	0.489794
-21.282387	-4.692281	0.990950	0.004110	0.489634
-21.199891	-4.753637	0.995955	0.004095	0.489529
-21.462658	-4.718529	1.000960	0.004142	0.489339

-21.715644	-4.720359	1.010957	0.004186	0.489039
-21.749985	-4.731859	1.020954	0.004191	0.488969
-22.049962	-4.684105	1.030950	0.004243	0.488781
-21.891328	-4.743036	1.040947	0.004213	0.488780
-21.955526	-4.745223	1.050944	0.004223	0.488705
-22.141408	-4.759674	1.060941	0.004256	0.488443
-22.381008	-4.678894	1.070938	0.004297	0.488440
-22.212444	-4.738856	1.080934	0.004266	0.488448
-22.302565	-4.709483	1.090931	0.004280	0.488449
-22.069222	-4.744728	1.100928	0.004237	0.488619
-22.324069	-4.625781	1.110925	0.004281	0.488727
-22.037373	-4.715429	1.120922	0.004228	0.488776
-21.974716	-4.739348	1.130918	0.004215	0.488779
-22.007785	-4.730031	1.140915	0.004220	0.488780
-22.180768	-4.669657	1.150912	0.004250	0.488788
-22.057759	-4.717656	1.160909	0.004226	0.488782
-22.178509	-4.644960	1.170906	0.004246	0.488894
-21.868213	-4.716837	1.180902	0.004189	0.489031
-21.895310	-4.708797	1.190899	0.004192	0.489035
-21.895913	-4.711586	1.200896	0.004191	0.489034
-21.832513	-4.688028	1.210893	0.004178	0.489200
-21.627043	-4.722898	1.220890	0.004140	0.489337
-21.730224	-4.688589	1.230886	0.004157	0.489340
-21.642050	-4.720060	1.240883	0.004139	0.489348
-21.471738	-4.728617	1.250880	0.004107	0.489532
-21.566891	-4.666650	1.260877	0.004123	0.489638
-21.466877	-4.702130	1.270874	0.004103	0.489647
-21.412116	-4.722677	1.280870	0.004092	0.489652
-21.263239	-4.706224	1.290867	0.004064	0.489895
-21.236253	-4.696657	1.300864	0.004057	0.489970
-21.371195	-4.652044	1.310861	0.004080	0.489969
-21.190426	-4.680887	1.320858	0.004046	0.490097
-20.932782	-4.721467	1.330854	0.003998	0.490277
-21.053010	-4.681543	1.340851	0.004019	0.490278
-21.124317	-4.660907	1.350848	0.004030	0.490272
-20.888441	-4.662297	1.360845	0.003986	0.490559
-20.823598	-4.678909	1.370842	0.003973	0.490589
-20.779445	-4.697756	1.380838	0.003963	0.490588
-20.747192	-4.667404	1.390835	0.003956	0.490739
-20.503538	-4.707922	1.400832	0.003911	0.490902
-20.617638	-4.670296	1.410829	0.003930	0.490902
-20.587552	-4.683911	1.420826	0.003923	0.490902
-20.313937	-4.729589	1.430822	0.003872	0.491083
-20.325994	-4.685127	1.440819	0.003873	0.491229
-20.262947	-4.712260	1.450816	0.003860	0.491221
-20.193945	-4.735821	1.460813	0.003846	0.491233
-20.253805	-4.693515	1.470810	0.003855	0.491315
-19.967868	-4.734280	1.480806	0.003802	0.491527
-20.192802	-4.657580	1.490803	0.003842	0.491528
-20.153840	-4.673062	1.500800	0.003833	0.491532
-19.883944	-4.696401	1.510797	0.003783	0.491784
-19.906003	-4.673469	1.520794	0.003785	0.491844
-19.820056	-4.707285	1.530790	0.003768	0.491842
-19.764667	-4.726381	1.540787	0.003757	0.491853
-19.629206	-4.686130	1.550784	0.003731	0.492159
-19.589307	-4.703515	1.560781	0.003722	0.492158
-19.653128	-4.683418	1.570778	0.003732	0.492159
-19.522553	-4.699159	1.580774	0.003707	0.492271
-19.359500	-4.695762	1.590771	0.003677	0.492486
-19.282393	-4.728779	1.600768	0.003661	0.492475
-19.407415	-4.688290	1.610765	0.003682	0.492473
-19.263206	-4.698529	1.620762	0.003655	0.492619
-19.083327	-4.718913	1.630758	0.003621	0.492774
-19.197061	-4.680814	1.640755	0.003640	0.492777
-19.109666	-4.714388	1.650752	0.003623	0.492777
-18.933512	-4.712561	1.660749	0.003589	0.493002
-18.921784	-4.691008	1.670746	0.003586	0.493098
-18.970132	-4.678287	1.680742	0.003593	0.493092
-19.018588	-4.636987	1.690739	0.003601	0.493184
-18.707957	-4.680057	1.700736	0.003543	0.493417
-18.770007	-4.661339	1.710733	0.003553	0.493416
-18.727416	-4.679011	1.720730	0.003544	0.493416
-18.445346	-4.694530	1.730726	0.003491	0.493708
-18.391412	-4.704452	1.740723	0.003480	0.493748
-18.532038	-4.657180	1.750720	0.003504	0.493750
-18.429519	-4.696151	1.760717	0.003484	0.493750
-18.334728	-4.661529	1.770714	0.003465	0.493988
-18.147378	-4.722060	1.780710	0.003430	0.494016
-18.283210	-4.676442	1.790707	0.003453	0.494018
-18.089600	-4.740328	1.800704	0.003417	0.494042
-17.889134	-4.728600	1.810701	0.003379	0.494328
-17.938931	-4.716349	1.820698	0.003387	0.494320
-17.853315	-4.747888	1.830694	0.003370	0.494325
-17.923188	-4.724044	1.840691	0.003381	0.494331
-17.893386	-4.672522	1.850688	0.003374	0.494549
-17.827252	-4.676779	1.860685	0.003361	0.494623
-17.766229	-4.702177	1.870682	0.003348	0.494619
-17.581465	-4.709701	1.880678	0.003313	0.494822
-17.537760	-4.688020	1.890675	0.003304	0.494956
-17.389141	-4.745372	1.900672	0.003276	0.494948
-17.439624	-4.729928	1.910669	0.003284	0.494950
-17.387930	-4.708712	1.920666	0.003273	0.495092
-17.325885	-4.685297	1.930662	0.003260	0.495253
-17.151104	-4.749829	1.940659	0.003227	0.495253
-17.152468	-4.751130	1.950656	0.003226	0.495256
-17.113518	-4.722777	1.960653	0.003217	0.495407
-17.012468	-4.712781	1.970650	0.003198	0.495569
-17.025653	-4.710033	1.980646	0.003199	0.495572
-16.906422	-4.756755	1.990643	0.003176	0.495566
-16.859450	-4.725628	2.000640	0.003166	0.495735
-16.791773	-4.708319	2.010637	0.003152	0.495882
-16.739424	-4.729835	2.020634	0.003141	0.495881
-16.654968	-4.762453	2.030630	0.003124	0.495881
-16.579193	-4.738595	2.040627	0.003109	0.496060
-16.360349	-4.771280	2.050624	0.003068	0.496218
-16.476314	-4.735169	2.060621	0.003088	0.496212
-16.488120	-4.734411	2.070618	0.003089	0.496210
-16.428168	-4.723720	2.080614	0.003076	0.496326
-16.102955	-4.784816	2.090611	0.003016	0.496514
-16.297396	-4.719391	2.100608	0.003050	0.496513
-16.215518	-4.749524	2.110605	0.003034	0.496518
-16.136233	-4.743602	2.120602	0.003018	0.496641
-15.948772	-4.756764	2.130598	0.002982	0.496827
-15.909435	-4.773859	2.140595	0.002974	0.496826
-15.897709	-4.779242	2.150592	0.002970	0.496831
-16.049557	-4.705389	2.160589	0.002996	0.496909
-15.623544	-4.789749	2.170586	0.002918	0.497138
-15.731150	-4.754986	2.180582	0.002936	0.497137
-15.736838	-4.756068	2.190579	0.002935	0.497136
-15.627046	-4.762880	2.200576	0.002914	0.497252
-15.511744	-4.742131	2.210573	0.002892	0.497466
-15.518200	-4.742896	2.220570	0.002892	0.497465
-15.513141	-4.746069	2.230566	0.002889	0.497470
-15.327940	-4.761826	2.240563	0.002854	0.497645
-15.218055	-4.765627	2.250560	0.002833	0.497771
-15.188447	-4.780525	2.260557	0.002826	0.497765
-15.313006	-4.737005	2.270554	0.002847	0.497773
-15.058362	-4.758682	2.280550	0.002800	0.498010
-14.926712	-4.784901	2.290547	0.002775	0.498086
-14.958721	-4.776138	2.300544	0.002779	0.498087
-15.077489	-4.737585	2.310541	0.002799	0.498086
-14.906844	-4.735132	2.320538	0.002767	0.498304
-14.947236	-4.694451	2.330534	0.002773	0.498401
-14.880596	-4.723509	2.340531	0.002759	0.498392
-14.653587	-4.743684	2.350528	0.002717	0.498601
-14.625391	-4.716172	2.360525	0.002710	0.498735
-14.539089	-4.750423	2.370522	0.002693	0.498731
-14.509220	-4.765673	2.380518	0.002686	0.498725
-14.442018	-4.741816	2.390515	0.002673	0.498893
-14.324216	-4.763126	2.400512	0.002650	0.498969
-14.385512	-4.745489	2.410509	0.002660	0.498965
-14.267291	-4.751807	2.420506	0.002637	0.499092
-14.103692	-4.754626	2.430502	0.002606	0.499284
-14.073240	-4.766914	2.440499	0.002599	0.499288
-14.010363	-4.794464	2.450496	0.002586	0.499280
-13.988948	-4.802559	2.460493	0.002581	0.499287
-13.872007	-4.765253	2.470490	0.002558	0.499558
-13.939277	-4.736668	2.480486	0.002569	0.499583
-13.861596	-4.767542	2.490483	0.002553	0.499581
-13.783325	-4.742196	2.500480	0.002538	0.499766
-13.680507	-4.738324	2.510477	0.002518	0.499909
-13.605239	-4.766726	2.520474	0.002503	0.499912
-13.613929	-4.768822	2.530470	0.002503	0.499904
-13.455975	-4.749400	2.540467	0.002473	0.500163
-13.236107	-4.814284	2.550464	0.002432	0.500214
-13.314700	-4.791028	2.560461	0.002444	0.500209
-13.333122	-4.787438	2.570458	0.002446	0.500208
-13.282144	-4.752312	2.580454	0.002436	0.500394
-13.099332	-4.778729	2.590451	0.002401	0.500529
-13.272744	-4.721744	2.600448	0.002431	0.500525
-13.050587	-4.800992	2.610445	0.002390	0.500531
-12.893303	-4.783979	2.620442	0.002360	0.500781
-12.774758	-4.811290	2.630438	0.002337	0.500838
-12.993133	-4.737043	2.640435	0.002375	0.500839
-12.922378	-4.763960	2.650432	0.002361	0.500841
-12.577634	-4.789742	2.660429	0.002297	0.501168
-12.565612	-4.796134	2.670426	0.002293	0.501170
-12.671519	-4.760762	2.680422	0.002311	0.501173
-12.488946	-4.830211	2.690419	0.002277	0.501165
-12.482356	-4.785400	2.700416	0.002274	0.501331
-12.324255	-4.799850	2.710413	0.002244	0.501477
-12.410979	-4.772720	2.720410	0.002258	0.501475
-12.344315	-4.800836	2.730406	0.002245	0.501469
-12.266226	-4.765573	2.740403	0.002229	0.501686
-12.078696	-4.803737	2.750400	0.002194	0.501787
-12.158768	-4.780627	2.760397	0.002207	0.501780
-12.093480	-4.806430	2.770394	0.002194	0.501780
-11.992699	-4.764882	2.780390	0.002174	0.502044
-11.903532	-4.784540	2.790387	0.002156	0.502092
-11.826123	-4.814990	2.800384	0.002141	0.502091
-11.854900	-4.797411	2.810381	0.002145	0.502125
-11.592004	-4.806295	2.820378	0.002096	0.502411
-11.560559	-4.818452	2.830374	0.002089	0.502417
-11.665966	-4.784460	2.840371	0.002106	0.502416
-11.635459	-4.797538	2.850368	0.002099	0.502418
-11.369676	-4.804989	2.860365	0.002050	0.502712
-11.634663	-4.713629	2.870362	0.002096	0.502715
-11.378322	-4.803192	2.880358	0.002048	0.502726
-11.244788	-4.807880	2.890355	0.002023	0.502875
-11.077123	-4.820520	2.900352	0.001991	0.503038
-11.190822	-4.783572	2.910349	0.002010	0.503037
-11.048698	-4.835149	2.920346	0.001983	0.503041
-11.028138	-4.846284	2.930342	0.001978	0.503038
-10.964345	-4.782060	2.940339	0.001965	0.503333
-10.873654	-4.812004	2.950336	0.001947	0.503349
-10.952793	-4.784804	2.960333	0.001960	0.503356
-10.869408	-4.774269	2.970330	0.001944	0.503497
-10.664783	-4.789039	2.980326	0.001905	0.503696
-10.525148	-4.841359	2.990323	0.001878	0.503694
-10.663655	-4.796610	3.000320	0.001902	0.503690
-10.590468	-4.798897	3.010317	0.001887	0.503777
-10.512040	-4.776969	3.020314	0.001872	0.503950
-10.408347	-4.817163	3.030310	0.001852	0.503947
-10.516022	-4.781924	3.040307	0.001870	0.503947
-10.372694	-4.753743	3.050304	0.001842	0.504216
-10.310446	-4.765110	3.060301	0.001830	0.504260
-10.248710	-4.791925	3.070298	0.001817	0.504252
-10.194459	-4.753922	3.080294	0.001806	0.504450
-10.074628	-4.764933	3.090291	0.001783	0.504562
-10.159979	-4.738827	3.100288	0.001797	0.504558
-9.957851	-4.754333	3.110285	0.001759	0.504751
-9.837189	-4.758599	3.120282	0.001735	0.504886
-9.789458	-4.777515	3.130278	0.001725	0.504888
-9.881438	-4.748837	3.140275	0.001741	0.504885
-9.592439	-4.766239	3.150272	0.001687	0.505172
-9.643422	-4.746395	3.160269	0.001695	0.505187
-9.722997	-4.721089	3.170266	0.001708	0.505188
-9.526934	-4.734490	3.180262	0.001671	0.505380
-9.283434	-4.783182	3.190259	0.001625	0.505511
-9.352193	-4.764598	3.200256	0.001636	0.505502
-9.246710	-4.805578	3.210253	0.001616	0.505498
-9.279308	-4.759238	3.220250	0.001620	0.505622
-9.029666	-4.789555	3.230246	0.001574	0.505821
-9.175001	-4.740994	3.240243	0.001598	0.505821
-9.061423	-4.786015	3.250240	0.001577	0.505814
-9.118927	-4.713722	3.260237	0.001585	0.505994
-8.849341	-4.764790	3.270234	0.001535	0.506147
-8.956944	-4.727482	3.280230	0.001553	0.506155
-8.912815	-4.716880	3.290227	0.001544	0.506250
-8.873861	-4.672665	3.300224	0.001535	0.506449
-8.884903	-4.668925	3.310221	0.001536	0.506458
-8.760902	-4.667482	3.320218	0.001512	0.506615
-8.716857	-4.639269	3.330214	0.001503	0.506767
-8.652460	-4.666900	3.340211	0.001490	0.506760
-8.501259	-4.645417	3.350208	0.001461	0.507015
-8.503292	-4.628666	3.360205	0.001460	0.507076
-8.316462	-4.697749	3.370202	0.001425	0.507075
-8.258932	-4.666513	3.380198	0.001413	0.507253
-8.090305	-4.684230	3.390195	0.001381	0.507398
-8.118508	-4.676589	3.400192	0.001385	0.507400
-8.096925	-4.688249	3.410189	0.001379	0.507396
-7.936813	-4.685073	3.420186	0.001349	0.507600
-7.859302	-4.687205	3.430182	0.001333	0.507692
-7.834949	-4.697501	3.440179	0.001328	0.507695
-7.918964	-4.671767	3.450176	0.001341	0.507692
-7.624273	-4.696732	3.460173	0.001287	0.507959
-7.606608	-4.687385	3.470170	0.001282	0.508019
-7.646404	-4.676736	3.480166	0.001288	0.508017
-7.491282	-4.734770	3.490163	0.001258	0.508015
-7.415893	-4.702240	3.500160	0.001243	0.508218
-7.303192	-4.709797	3.510157	0.001221	0.508332
-7.293683	-4.718031	3.520154	0.001218	0.508325
-7.261385	-4.729127	3.530150	0.001211	0.508335
-7.220260	-4.741693	3.540147	0.001202	0.508351
-7.076023	-4.699314	3.550144	0.001175	0.508664
-7.066742	-4.704754	3.560141	0.001171	0.508666
-7.026707	-4.720774	3.570138	0.001163	0.508669
-6.970282	-4.745436	3.580134	0.001151	0.508663
-7.049415	-4.651991	3.590131	0.001164	0.508886
-6.950720	-4.679345	3.600128	0.001145	0.508919
-6.920270	-4.693951	3.610125	0.001138	0.508916
-6.715205	-4.683653	3.620122	0.001099	0.509194
-6.782382	-4.653111	3.630118	0.001110	0.509226
-6.505652	-4.751207	3.640115	0.001059	0.509233
-6.588413	-4.701234	3.650112	0.001072	0.509310
-6.518992	-4.660390	3.660109	0.001058	0.509532
-6.537644	-4.657189	3.670106	0.001060	0.509530
-6.386214	-4.712485	3.680102	0.001031	0.509533
-6.285411	-4.664703	3.690099	0.001012	0.509814
-6.062179	-4.731999	3.700096	0.000970	0.509860
-6.164479	-4.698189	3.710093	0.000987	0.509862
-6.065718	-4.736543	3.720090	0.000967	0.509859
-6.085841	-4.687588	3.730086	0.000970	0.510005
-5.848755	-4.728026	3.740083	0.000925	0.510154
-5.855524	-4.726515	3.750080	0.000925	0.510160
-5.852026	-4.732699	3.760077	0.000923	0.510153
-5.854971	-4.690668	3.770074	0.000922	0.510296
-5.645485	-4.713579	3.780070	0.000883	0.510471
-5.704148	-4.692688	3.790067	0.000892	0.510481
-5.655486	-4.713926	3.800064	0.000882	0.510476
-5.573306	-4.685476	3.810061	0.000866	0.510672
-5.472183	-4.692914	3.820058	0.000846	0.510773
-5.321307	-4.745333	3.830054	0.000817	0.510784
-5.371382	-4.729986	3.840051	0.000825	0.510786
-5.306756	-4.684825	3.850048	0.000812	0.511016
-5.171406	-4.707133	3.860045	0.000786	0.511108
-5.210098	-4.694545	3.870042	0.000791	0.511113
-5.237842	-4.666205	3.880038	0.000795	0.511183
-5.199367	-4.608639	3.890035	0.000786	0.511423
-5.161349	-4.626311	3.900032	0.000778	0.511418
-4.983989	-4.648954	3.910029	0.000745	0.511557
-4.928556	-4.615432	3.920026	0.000733	0.511738
-4.928543	-4.618867	3.930022	0.000732	0.511736
-4.775791	-4.651524	3.940019	0.000703	0.511814
-4.776766	-4.585211	3.950016	0.000701	0.512037
-4.649946	-4.630954	3.960013	0.000677	0.512043
-4.843351	-4.534914	3.970010	0.000711	0.512142
-4.707583	-4.516315	3.980006	0.000685	0.512367
-4.784379	-4.487954	3.990003	0.000697	0.512380
-4.609623	-4.462736	4.000000	0.000664	0.512670
-4.602719	-4.469346	4.009997	0.000661	0.512666
-4.448734	-4.448682	4.019994	0.000632	0.512918
-4.362626	-4.459441	4.029990	0.000615	0.512990
-4.204561	-4.510523	4.039987	0.000585	0.513014
-4.235771	-4.411153	4.049984	0.000589	0.513309
-4.194413	-4.430441	4.059981	0.000580	0.513303
-4.185238	-4.369144	4.069978	0.000577	0.513521
-3.943861	-4.420009	4.079974	0.000532	0.513640
-3.807212	-4.470643	4.089971	0.000506	0.513641
-3.941196	-4.375616	4.099968	0.000529	0.513805
-3.811320	-4.392417	4.109965	0.000504	0.513908
-3.897119	-4.356003	4.119962	0.000518	0.513937
-3.752692	-4.322113	4.129958	0.000490	0.514220
