Tue Jun 02 08:49:09 2020

Number of Points = 2999
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-22.228648	-4.801716	1.080934	0.004373	0.460308
-22.201717	-4.826964	1.090931	0.004368	0.460255
-22.114408	-4.798287	1.100928	0.004351	0.460473
-22.125213	-4.793989	1.110925	0.004353	0.460478
-22.077533	-4.812086	1.120922	0.004344	0.460477
-22.085841	-4.810377	1.130918	0.004345	0.460476
-22.096427	-4.807291	1.140915	0.004346	0.460477
-22.073221	-4.816553	1.150912	0.004341	0.460476
-22.070665	-4.817366	1.160909	0.004341	0.460480
-22.038285	-4.780234	1.170906	0.004334	0.460659
-21.889589	-4.796185	1.180902	0.004307	0.460794
-21.825542	-4.821600	1.190899	0.004295	0.460787
-21.924879	-4.785610	1.200896	0.004312	0.460794
-21.880214	-4.762597	1.210893	0.004304	0.460938
-21.667349	-4.794564	1.220890	0.004265	0.461096
-21.619056	-4.812650	1.230886	0.004255	0.461096
-21.671407	-4.792769	1.240883	0.004264	0.461105
-21.514803	-4.803702	1.250880	0.004236	0.461268
-21.434727	-4.785600	1.260877	0.004221	0.461438
-21.424679	-4.793214	1.270874	0.004218	0.461427
-21.337136	-4.823837	1.280870	0.004202	0.461431
-21.296064	-4.800889	1.290867	0.004194	0.461570
-21.081107	-4.829823	1.300864	0.004155	0.461742
-21.150877	-4.807584	1.310861	0.004167	0.461737
-21.056314	-4.842199	1.320858	0.004149	0.461736
-21.071752	-4.836643	1.330854	0.004152	0.461739
-20.880517	-4.826536	1.340851	0.004117	0.462022
-20.888595	-4.817235	1.350848	0.004118	0.462049
-20.883590	-4.820926	1.360845	0.004116	0.462045
-20.789602	-4.855068	1.370842	0.004099	0.462045
-20.730797	-4.810891	1.380838	0.004088	0.462282
-20.602689	-4.837198	1.390835	0.004064	0.462353
-20.851075	-4.750650	1.400832	0.004108	0.462353
-20.592477	-4.812607	1.410829	0.004061	0.462461
-20.428724	-4.808861	1.420826	0.004031	0.462686
-20.456507	-4.800570	1.430822	0.004036	0.462684
-20.580879	-4.756366	1.440819	0.004058	0.462689
-20.121205	-4.841281	1.450816	0.003974	0.462969
-20.251563	-4.790376	1.460813	0.003997	0.462991
-20.146563	-4.830324	1.470810	0.003978	0.462983
-20.306876	-4.765965	1.480806	0.004006	0.463015
-19.831746	-4.853801	1.490803	0.003920	0.463305
-19.996267	-4.796943	1.500800	0.003949	0.463304
-19.901353	-4.829626	1.510797	0.003931	0.463310
-20.049382	-4.767740	1.520794	0.003958	0.463348
-19.615820	-4.846733	1.530790	0.003879	0.463617
-19.841294	-4.768211	1.540787	0.003919	0.463617
-19.724100	-4.809913	1.550784	0.003897	0.463619
-19.756426	-4.760576	1.560781	0.003903	0.463758
-19.329395	-4.856285	1.570778	0.003825	0.463958
-19.579009	-4.770038	1.580774	0.003870	0.463955
-19.392051	-4.837642	1.590771	0.003835	0.463953
-19.460918	-4.785654	1.600768	0.003847	0.464055
-19.316734	-4.795293	1.610765	0.003821	0.464206
-19.392551	-4.768859	1.620762	0.003834	0.464209
-19.248737	-4.801414	1.630758	0.003808	0.464277
-19.003099	-4.822357	1.640755	0.003763	0.464516
-18.907052	-4.858915	1.650752	0.003745	0.464510
-19.035774	-4.814189	1.660749	0.003768	0.464511
-18.901092	-4.860788	1.670746	0.003743	0.464517
-18.847077	-4.805262	1.680742	0.003733	0.464787
-18.837553	-4.801347	1.690739	0.003730	0.464817
-18.948403	-4.764363	1.700736	0.003750	0.464813
-18.650406	-4.805053	1.710733	0.003696	0.465046
-18.558140	-4.811509	1.720730	0.003678	0.465143
-18.475183	-4.840176	1.730726	0.003663	0.465149
-18.527687	-4.824670	1.740723	0.003672	0.465141
-18.293455	-4.863057	1.750720	0.003629	0.465303
-18.262200	-4.833227	1.760717	0.003623	0.465452
-18.286456	-4.826008	1.770714	0.003627	0.465451
-18.340650	-4.809580	1.780710	0.003636	0.465444
-18.342553	-4.763496	1.790707	0.003636	0.465610
-18.048354	-4.824281	1.800704	0.003582	0.465767
-18.091399	-4.809235	1.810701	0.003590	0.465770
-17.992882	-4.844325	1.820698	0.003571	0.465772
-17.914411	-4.797269	1.830694	0.003557	0.466042
-17.829930	-4.818924	1.840691	0.003541	0.466074
-17.816539	-4.823993	1.850688	0.003538	0.466076
-17.852171	-4.792286	1.860685	0.003544	0.466148
-17.650164	-4.791711	1.870682	0.003507	0.466408
-17.617383	-4.805148	1.880678	0.003501	0.466404
-17.591084	-4.814460	1.890675	0.003495	0.466408
-17.411641	-4.832934	1.900672	0.003463	0.466571
-17.253363	-4.850324	1.910669	0.003433	0.466711
-17.310249	-4.831187	1.920666	0.003443	0.466711
-17.231887	-4.858007	1.930662	0.003429	0.466717
-17.336021	-4.823299	1.940659	0.003447	0.466714
-16.938395	-4.877321	1.950656	0.003375	0.467024
-17.126602	-4.811790	1.960653	0.003408	0.467024
-16.977533	-4.864655	1.970650	0.003381	0.467027
-17.160976	-4.799739	1.980646	0.003413	0.467031
-16.873376	-4.825816	1.990643	0.003361	0.467302
-16.911632	-4.804990	2.000640	0.003367	0.467332
-16.782153	-4.852716	2.010637	0.003343	0.467328
-16.940894	-4.775425	2.020634	0.003372	0.467407
-16.381470	-4.902539	2.030630	0.003270	0.467660
-16.650596	-4.808339	2.040627	0.003318	0.467661
-16.515380	-4.856286	2.050624	0.003293	0.467663
-16.653486	-4.794550	2.060621	0.003318	0.467713
-16.269743	-4.861443	2.070618	0.003248	0.467959
-16.402250	-4.816769	2.080614	0.003271	0.467956
-16.268534	-4.862757	2.090611	0.003247	0.467963
-16.411208	-4.769259	2.100608	0.003272	0.468120
-15.984977	-4.874120	2.110605	0.003194	0.468285
-16.130674	-4.826733	2.120602	0.003220	0.468274
-16.054775	-4.854770	2.130598	0.003206	0.468273
-15.998164	-4.835214	2.140595	0.003195	0.468416
-15.702122	-4.891717	2.150592	0.003141	0.468590
-15.790609	-4.859822	2.160589	0.003157	0.468595
-15.683855	-4.897843	2.170586	0.003137	0.468597
-15.810754	-4.854554	2.180582	0.003160	0.468596
-15.545605	-4.869171	2.190579	0.003111	0.468879
-15.544134	-4.857584	2.200576	0.003110	0.468925
-15.313947	-4.937453	2.210573	0.003068	0.468933
-15.469333	-4.885389	2.220570	0.003096	0.468927
-15.483405	-4.880067	2.230566	0.003098	0.468931
-15.296706	-4.875846	2.240563	0.003064	0.469183
-15.245173	-4.895854	2.250560	0.003054	0.469180
-15.238945	-4.900565	2.260557	0.003052	0.469174
-15.291425	-4.863975	2.270554	0.003061	0.469242
-15.008450	-4.894549	2.280550	0.003010	0.469490
-14.918227	-4.928407	2.290547	0.002993	0.469486
-14.958350	-4.915478	2.300544	0.003000	0.469485
-15.014817	-4.896687	2.310541	0.003009	0.469485
-14.696714	-4.925335	2.320538	0.002951	0.469784
-14.627351	-4.948252	2.330534	0.002938	0.469793
-14.725667	-4.915008	2.340531	0.002956	0.469791
-14.822337	-4.882289	2.350528	0.002973	0.469790
-14.481447	-4.937501	2.360525	0.002911	0.470023
-14.419473	-4.934309	2.370522	0.002899	0.470115
-14.460496	-4.919671	2.380518	0.002906	0.470119
-14.409976	-4.941809	2.390515	0.002896	0.470107
-14.410319	-4.910347	2.400512	0.002896	0.470221
-14.161289	-4.944854	2.410509	0.002850	0.470413
-14.204159	-4.928349	2.420506	0.002858	0.470421
-14.291477	-4.900121	2.430502	0.002873	0.470415
-14.162306	-4.897840	2.440499	0.002849	0.470588
-13.992894	-4.918873	2.450496	0.002818	0.470728
-14.087804	-4.884033	2.460493	0.002835	0.470736
-14.044074	-4.896470	2.470490	0.002826	0.470750
-13.801037	-4.897572	2.480486	0.002782	0.471052
-13.753915	-4.916306	2.490483	0.002773	0.471048
-13.913795	-4.861152	2.500480	0.002801	0.471047
-13.575174	-4.935680	2.510477	0.002739	0.471208
-13.472254	-4.923008	2.520474	0.002720	0.471385
-13.465717	-4.926605	2.530470	0.002719	0.471383
-13.479330	-4.924595	2.540467	0.002721	0.471377
-13.561658	-4.877616	2.550464	0.002735	0.471444
-13.229065	-4.929056	2.560461	0.002675	0.471679
-13.360816	-4.883054	2.570458	0.002698	0.471681
-13.343892	-4.889182	2.580454	0.002694	0.471684
-13.166293	-4.886983	2.590451	0.002662	0.471915
-13.104312	-4.887645	2.600448	0.002650	0.471993
-13.009300	-4.922042	2.610445	0.002632	0.471993
-13.158126	-4.871319	2.620442	0.002659	0.471991
-12.898477	-4.876892	2.630438	0.002611	0.472297
-12.898295	-4.876285	2.640435	0.002611	0.472302
-12.851995	-4.894043	2.650432	0.002602	0.472301
-12.688161	-4.907056	2.660429	0.002572	0.472462
-12.504154	-4.925019	2.670426	0.002538	0.472630
-12.461709	-4.940853	2.680422	0.002530	0.472630
-12.527232	-4.921261	2.690419	0.002541	0.472621
-12.425243	-4.955995	2.700416	0.002522	0.472629
-12.375506	-4.927123	2.710413	0.002513	0.472795
-12.287782	-4.921350	2.720410	0.002497	0.472928
-12.267618	-4.930140	2.730406	0.002492	0.472925
-12.276125	-4.927536	2.740403	0.002494	0.472927
-12.226688	-4.888845	2.750400	0.002484	0.473128
-12.118676	-4.893932	2.760397	0.002464	0.473247
-12.020254	-4.930230	2.770394	0.002446	0.473245
-12.030594	-4.928825	2.780390	0.002447	0.473240
-11.877580	-4.902261	2.790387	0.002419	0.473526
-11.847439	-4.905278	2.800384	0.002413	0.473556
-11.677712	-4.963694	2.810381	0.002382	0.473565
-11.850895	-4.906404	2.820378	0.002413	0.473555
-11.484798	-4.942043	2.830374	0.002346	0.473886
-11.465010	-4.946192	2.840371	0.002342	0.473899
-11.365104	-4.981644	2.850368	0.002324	0.473902
-11.495602	-4.937709	2.860365	0.002347	0.473898
-11.476246	-4.939490	2.870362	0.002343	0.473919
-11.363682	-4.911910	2.880358	0.002322	0.474158
-11.332498	-4.922114	2.890355	0.002316	0.474164
-11.369610	-4.910918	2.900352	0.002322	0.474161
-11.065292	-4.948137	2.910349	0.002266	0.474410
-10.921944	-4.983247	2.920346	0.002240	0.474467
-11.019935	-4.950092	2.930342	0.002257	0.474466
-11.097152	-4.921238	2.940339	0.002271	0.474475
-10.860706	-4.963030	2.950336	0.002228	0.474624
-10.791002	-4.946863	2.960333	0.002214	0.474770
-10.660549	-4.994463	2.970330	0.002190	0.474767
-10.712266	-4.974193	2.980326	0.002199	0.474778
-10.831204	-4.906185	2.990323	0.002220	0.474872
-10.409609	-4.992279	3.000320	0.002144	0.475095
-10.623882	-4.915806	3.010317	0.002182	0.475101
-10.311708	-5.027312	3.020314	0.002125	0.475099
-10.560437	-4.920596	3.030310	0.002169	0.475169
-9.997400	-5.054078	3.040307	0.002067	0.475400
-10.375670	-4.922292	3.050304	0.002135	0.475398
-10.093003	-5.023196	3.060301	0.002083	0.475397
-10.372230	-4.927471	3.070298	0.002133	0.475391
-9.924846	-5.000171	3.080294	0.002052	0.475691
-10.017832	-4.961170	3.090291	0.002068	0.475716
-9.830398	-5.028351	3.100288	0.002034	0.475716
-10.062099	-4.949725	3.110285	0.002075	0.475708
-9.702826	-5.045016	3.120282	0.002010	0.475821
-9.840122	-4.940502	3.130278	0.002034	0.476021
-9.619346	-5.017275	3.140275	0.001994	0.476028
-9.838609	-4.942185	3.150272	0.002033	0.476023
-9.504824	-4.987589	3.160269	0.001972	0.476279
-9.611385	-4.930519	3.170266	0.001991	0.476350
-9.558361	-4.948333	3.180262	0.001981	0.476357
-9.545168	-4.937677	3.190259	0.001978	0.476413
-9.203058	-4.986962	3.200256	0.001916	0.476665
-9.292209	-4.956076	3.210253	0.001931	0.476667
-9.233640	-4.978710	3.220250	0.001920	0.476663
-9.280395	-4.941268	3.230246	0.001928	0.476740
-9.037877	-4.959852	3.240243	0.001884	0.476976
-9.092335	-4.941786	3.250240	0.001893	0.476976
-9.056898	-4.957030	3.260237	0.001886	0.476969
-8.895117	-4.948649	3.270234	0.001857	0.477201
-8.844024	-4.946477	3.280230	0.001847	0.477274
-8.758492	-4.976294	3.290227	0.001831	0.477279
-8.680071	-5.004030	3.300224	0.001816	0.477282
-8.563951	-4.988152	3.310221	0.001795	0.477483
-8.524162	-4.966169	3.320218	0.001787	0.477611
-8.519591	-4.969089	3.330214	0.001786	0.477610
-8.561370	-4.954561	3.340211	0.001793	0.477613
-8.433669	-4.939872	3.350208	0.001769	0.477824
-8.330765	-4.953281	3.360205	0.001750	0.477907
-8.315337	-4.957040	3.370202	0.001747	0.477916
-8.305621	-4.962784	3.380198	0.001745	0.477911
-7.994456	-4.983409	3.390195	0.001688	0.478224
-8.013026	-4.975094	3.400192	0.001691	0.478234
-7.931799	-5.003806	3.410189	0.001676	0.478237
-8.075034	-4.956184	3.420186	0.001701	0.478230
-7.954670	-4.936423	3.430182	0.001679	0.478449
-7.838370	-4.951755	3.440179	0.001657	0.478542
-7.824203	-4.956798	3.450176	0.001654	0.478545
-7.784409	-4.967746	3.460173	0.001647	0.478559
-7.517313	-4.970418	3.470170	0.001598	0.478880
-7.508698	-4.973436	3.480166	0.001596	0.478883
-7.505344	-4.973565	3.490163	0.001595	0.478890
-7.406389	-5.010346	3.500160	0.001576	0.478887
-7.393133	-4.987907	3.510157	0.001574	0.478984
-7.137182	-5.041415	3.520154	0.001527	0.479115
-7.243612	-5.005372	3.530150	0.001546	0.479113
-7.128002	-5.047630	3.540147	0.001524	0.479111
-7.230960	-5.012744	3.550144	0.001542	0.479110
-7.014095	-5.014685	3.560141	0.001503	0.479371
-7.060859	-4.986230	3.570138	0.001511	0.479416
-6.955825	-5.023454	3.580134	0.001491	0.479419
-6.992166	-5.011269	3.590131	0.001497	0.479420
-6.786124	-4.999007	3.600128	0.001460	0.479717
-6.763460	-5.004269	3.610125	0.001455	0.479730
-6.682210	-5.035747	3.620122	0.001440	0.479724
-6.666530	-5.042583	3.630118	0.001436	0.479722
-6.480973	-5.028259	3.640115	0.001402	0.480002
-6.512700	-5.005189	3.650112	0.001408	0.480046
-6.486523	-5.015307	3.660109	0.001402	0.480047
-6.473570	-5.021499	3.670106	0.001400	0.480044
-6.246902	-5.025581	3.680102	0.001358	0.480310
-6.282288	-5.003279	3.690099	0.001364	0.480347
-6.228875	-5.023831	3.700096	0.001354	0.480345
-6.225416	-5.026361	3.710093	0.001353	0.480343
-6.016576	-5.012443	3.720090	0.001315	0.480649
-6.096672	-4.982454	3.730086	0.001329	0.480659
-6.049026	-5.000274	3.740083	0.001319	0.480659
-6.031490	-4.970029	3.750080	0.001316	0.480788
-5.952380	-4.943660	3.760077	0.001301	0.480979
-5.853885	-4.979954	3.770074	0.001283	0.480976
-5.797306	-4.970838	3.780070	0.001272	0.481080
-5.568678	-4.985963	3.790067	0.001230	0.481310
-5.556587	-4.991739	3.800064	0.001228	0.481308
-5.614916	-4.972212	3.810061	0.001238	0.481307
-5.529140	-4.964166	3.820058	0.001222	0.481443
-5.413006	-4.959801	3.830054	0.001200	0.481603
-5.451207	-4.945703	3.840051	0.001207	0.481608
-5.409750	-4.947498	3.850048	0.001199	0.481656
-5.430492	-4.863504	3.860045	0.001202	0.481923
-5.378065	-4.884402	3.870042	0.001192	0.481918
-5.273509	-4.868058	3.880038	0.001172	0.482105
-5.142997	-4.878012	3.890035	0.001148	0.482233
-5.139153	-4.880407	3.900032	0.001147	0.482232
-5.000415	-4.855039	3.910029	0.001122	0.482492
-5.080899	-4.809412	3.920026	0.001136	0.482554
-4.991884	-4.834733	3.930022	0.001119	0.482578
-4.907071	-4.784395	3.940019	0.001103	0.482858
-4.973011	-4.762356	3.950016	0.001115	0.482857
-4.837789	-4.740386	3.960013	0.001090	0.483100
-4.794281	-4.734388	3.970010	0.001081	0.483177
-4.612740	-4.770476	3.980006	0.001048	0.483276
-4.413408	-4.778502	3.990003	0.001012	0.483493
-4.669195	-4.692005	4.000000	0.001057	0.483484
-4.524947	-4.695075	4.009997	0.001031	0.483651
-4.327021	-4.715440	4.019994	0.000995	0.483824
-4.506434	-4.652619	4.029990	0.001027	0.483826
-4.391635	-4.621726	4.039987	0.001005	0.484075
-4.345211	-4.638273	4.049984	0.000996	0.484077
-4.261865	-4.591113	4.059981	0.000981	0.484343
-4.176772	-4.609309	4.069978	0.000965	0.484387
-4.101832	-4.588717	4.079974	0.000951	0.484552
-4.006406	-4.583906	4.089971	0.000933	0.484687
-4.001157	-4.570698	4.099968	0.000932	0.484742
-3.834518	-4.549499	4.109965	0.000901	0.485019
-3.887799	-4.531866	4.119962	0.000910	0.485018
-3.808010	-4.498174	4.129958	0.000895	0.485233
