     #Energy        Mo_s        Mo_p        Mo_d         O_s         O_p
   -54.87470     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.85170     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.82870     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.80570     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.78270     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.75970     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.73570     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.71270     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.68970     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.66670     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.64370     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.61970     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.59670     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.57370     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.55070     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.52770     0.00000     0.00000     0.00000     0.00000     0.00000
   -54.50370     0.00000     0.00000     0.00000     0.00000     0.00000
