     #Energy        Mo_s        Mo_p        Mo_d         O_s         O_p        Nb_s        Nb_p        Nb_d
   -22.78783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.55583     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.32383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -22.09083     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.85883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.62583     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.39383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -21.16183     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.92883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.69683     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.46383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -20.23183     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.99983     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.76683     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.53483     0.04890     0.09859     0.14940     6.48800     0.03698     0.02985     0.14847     0.07905
   -19.30283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -19.06983     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.83783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.60483     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.37283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.14083     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.90783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.67583     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.44283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.21083     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.97883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.74583     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.51383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.28083     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.04883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.81683     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.58383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.35183     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -15.11883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.88683     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.65483     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.42183     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -14.18983     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.95783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.72483     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.49283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.25983     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -13.02783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.79583     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.56283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.33083     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.09783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.86583     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.63383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.40083     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.16883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.93583     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.70383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.47183     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.23883     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.00683     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.77383     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.54183     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.30983     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.07683     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.84483     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.61283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.37983     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.14783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.91483     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.68283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.45083     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.21783     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -6.98583     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -6.75283     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -6.52083     2.60821     0.08768     0.22791     0.00383     1.49340     0.12473     0.04607     0.28809
    -6.28883     1.54395     0.11173     0.61888     0.01823     3.61440     0.23390     0.10650     0.65793
    -6.05583     6.06959     0.56177     2.82207     0.16940     8.75700     0.01805     0.06824     0.80869
    -5.82383     2.31498     0.27666     1.59271     0.05236     4.98000     0.01295     0.03383     0.46898
    -5.59083     3.37271     0.30632     0.40405     0.00351     0.40526     0.01960     0.00756     0.04930
    -5.35883     4.35064     0.46118     1.05443     0.00035     0.10555     0.01937     0.00836     0.03295
    -5.12683     2.34798     0.28340     1.60256     0.00013     0.02748     0.01217     0.00498     0.02171
    -4.89383     9.04214     1.12187    15.70785     0.00065     0.09554     0.02377     0.01717     0.11800
    -4.66183    11.40930     1.68795    34.33455     0.00110     0.14451     0.03640     0.02755     0.19544
    -4.42983    12.81984     2.29888    39.72721     0.00176     0.11830     0.07641     0.03930     0.29129
    -4.19683    18.70119     4.55424    78.04692     0.00357     0.24663     0.12196     0.06593     0.57837
    -3.96483     8.81059     2.92382    54.24846     0.00076     0.10855     0.06240     0.04448     0.32228
    -3.73183    13.61214     5.11657    88.01208     0.00156     0.15214     0.09128     0.07020     0.77240
    -3.49983    11.30034     3.96001    72.08230     0.00462     0.29804     0.12453     0.07154     0.77369
    -3.26783     6.07627     2.71956    54.06110     0.00384     0.20939     0.15234     0.05567     0.58972
    -3.03483     8.13319     6.30777   154.27478     0.00619     0.27624     0.26660     0.10694     1.34470
    -2.80283     3.03615     5.16243   120.80670     0.00473     0.35651     0.28610     0.11311     1.90400
    -2.56983     2.39018     5.14728   116.92630     0.00581     0.37318     0.15764     0.09385     1.92920
    -2.33783     2.42073     4.76870   113.79387     0.00939     0.26278     0.09745     0.07119     2.17520
    -2.10583     2.77276     5.48068   108.59377     0.01181     0.30280     0.10819     0.06758     2.44408
    -1.87283     4.31178     7.58920   107.07348     0.00484     0.19793     0.10896     0.09935     2.47340
    -1.64083     3.53149     7.64870    96.71422     0.00376     0.20646     0.09552     0.09133     2.38420
    -1.40783     4.52168     9.21112    99.78984     0.00304     0.14591     0.14772     0.10506     2.61040
    -1.17583     3.18530     8.89705    85.97307     0.00542     0.19819     0.17925     0.15202     2.97110
    -0.94383     2.63079     6.94783    83.38607     0.00617     0.15914     0.15186     0.10219     2.47480
    -0.71083     1.46559     4.04257    50.79312     0.00483     0.09220     0.07207     0.06198     2.09330
    -0.47883     1.69748     4.92892    73.79692     0.00342     0.14112     0.05224     0.07197     2.50530
    -0.24583     2.00980     5.12876    79.56059     0.00449     0.12741     0.07562     0.06006     2.53350
    -0.01383     1.16222     3.09075    48.80031     0.00275     0.10140     0.05387     0.04387     1.83430
     0.21817     1.19331     3.41584    58.90562     0.00594     0.19288     0.07563     0.07886     2.82730
     0.45117     1.76184     4.67611    80.90482     0.01429     0.19166     0.08322     0.11450     3.57740
     0.68317     1.39280     3.69841    72.24078     0.00527     0.21562     0.03980     0.10147     2.28550
     0.91517     1.25199     2.69591    77.45695     0.00774     0.16860     0.03375     0.08875     2.48410
     1.14817     1.54026     4.17181   118.98820     0.01414     0.21394     0.03831     0.10834     3.06910
     1.38017     2.20594     4.77544   153.35490     0.01894     0.27012     0.05692     0.19826     4.46400
     1.61317     2.43178     4.26720   164.66290     0.01876     0.28147     0.14241     0.16489     7.12960
     1.84517     1.25478     2.87383   115.28760     0.01265     0.18714     0.06125     0.12228     5.50000
     2.07717     0.84102     1.84103    80.60927     0.00941     0.18609     0.03866     0.06917     3.07450
     2.31017     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     2.54217     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     2.77517     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.00717     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.23917     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.47217     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
